fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
49057,89432,8169,9682,11682,11436,7663,6083,5677,5461,5535,7428,8817,7269,6370,3035,7985,59382
49053,52784,4445,5543,6121,5298,3702,3741,3028,2758,2268,3522,3628,2680,1827,1256,2382,32799
49003,18523,1467,2209,2447,2279,1249,1252,1051,1110,772,1678,1858,1400,853,309,789,12208
49005,33257,2949,3614,3994,3524,2571,2091,1742,1927,1552,2426,2710,1964,1380,476,1530,21247
49007,11052,1227,1151,1398,1262,748,600,543,458,369,597,795,670,576,337,763,6718
49037,4075,437,576,576,486,377,341,178,176,164,2062,895,431,268,153,235,2644
49015,5417,515,633,652,583,377,244,233,293,232,396,388,312,148,84,128,3381
49019,7610,583,841,917,730,563,493,457,348,277,588,550,401,245,158,248,4829
49012,12206,1271,1359,1535,1113,979,744,941,579,630,838,885,515,859,350,1339,7049
49041,18410,1450,2007,2404,2030,1129,1023,1064,1186,773,1539,1648,1197,478,196,396,12078
49039,10470,918,1152,1121,1040,728,588,531,492,316,592,618,409,340,130,387,6294
49027,5918,510,702,720,663,357,289,277,273,211,438,440,309,120,95,256,3612
49023,3761,363,404,460,333,195,197,189,218,154,256,252,182,69,33,33,2349
49025,3612,339,332,377,372,267,170,180,181,148,202,217,136,39,59,60,2143
49017,2538,207,333,255,247,149,133,135,108,101,201,120,127,39,23,17,1537
49001,3149,342,307,355,267,221,191,179,148,149,157,199,134,93,30,100,1925
49021,16702,1522,1542,1851,1657,1204,1027,831,826,626,906,981,763,545,325,426,10166
49055,1490,153,165,136,141,107,67,62,70,62,79,56,64,26,5,14,895
49031,795,86,75,75,59,43,45,37,42,21,34,38,18,14,9,14,457
49052,16697,1441,1717,1954,1635,1150,1093,933,738,629,939,965,685,639,453,759,10141
4013,1369023,128152,162435,179934,182614,133629,106113,99212,97967,109628,127079,134984,106401,152682,65312,239334,882251
4027,67001,8107,9615,9274,8668,6712,4991,4478,3944,4824,5572,5056,3265,11488,3509,23521,36109
4021,135510,12211,15531,16659,17259,12367,9804,9623,9534,8418,12769,11851,10225,12905,5808,19355,89055
4007,29421,2979,3542,3386,3068,2194,1742,1522,1502,1172,3561,2040,1271,1854,952,3575,16767
4031,19136,1224,1891,2222,2519,2046,1513,1602,1896,720,1514,2193,1858,1492,986,1315,14985
4113,27028,2558,3029,3146,3609,2732,1951,1860,1502,2338,2492,2898,2308,2248,1110,3186,17303
4019,414893,45683,50109,51785,50698,37161,28946,25874,24307,29479,35757,34315,25304,44563,19060,81626,246366
4025,98900,8941,10378,10760,9467,7312,5767,5581,5050,3673,6026,5419,4256,3461,2114,5227,59348
4012,11620,1293,1285,1293,1170,796,597,677,430,338,1319,645,344,664,315,1303,6407
4001,9562,1775,1720,1561,1681,1485,1127,683,520,486,14246,5062,2041,1763,1414,2270,6538
4015,74410,6998,7962,8037,7645,5418,4451,3551,3296,2494,4434,3890,2855,2690,1747,4460,43162
4009,16566,2368,2197,1922,1694,1082,1102,872,728,953,1445,1125,659,1744,627,3530,9152
4011,4177,478,561,571,522,282,307,316,387,274,408,331,182,620,106,1248,2218
4003,60191,6968,7252,7470,6131,4537,3414,2803,2978,4122,3516,3666,2388,5505,2499,16505,29859
4023,4202,407,547,499,447,291,272,254,200,168,326,295,240,365,165,816,2404
4018,15295,1093,1533,2263,2484,1715,958,1083,1021,922,1476,2032,1877,1304,657,1044,11723
4017,26884,3405,3566,3542,3348,2733,1852,1557,1336,1360,12938,5315,2718,2632,1779,3078,17053
4005,50757,5182,5935,6081,6982,4926,3672,3183,2911,2781,11966,5710,4596,3718,2279,5297,32456
4200,9087,723,949,970,933,787,567,416,395,310,474,439,297,301,214,390,5330
35043,33311,3583,4059,4985,4986,3704,2480,2714,2914,3479,6823,4569,3024,5416,1846,9329,20458
35061,26104,3229,3826,3653,3794,2599,2280,1918,1720,1967,3238,1988,1502,5128,1511,11653,12430
35006,14289,1993,2363,2380,2358,1615,1287,1103,993,1198,3364,1699,1088,3611,1160,7077,7096
35053,8009,1439,1044,887,966,510,407,439,366,425,847,582,413,1432,633,3277,3984
35001,266873,28979,33406,35513,37388,26829,21381,18997,18444,21645,27523,24008,19427,39032,17089,86269,147687
35049,62390,6415,7027,8037,8930,6272,5048,4946,4959,4433,6488,5747,4744,9702,3917,22820,34127
35039,16912,2447,2458,2423,2373,1714,1310,1411,1186,1383,2877,1269,781,4365,1556,12294,5409
35057,7202,946,831,833,769,615,422,466,474,295,404,341,134,1019,351,1999,3749
35031,20881,3405,3381,3094,2933,2642,2098,1537,1424,1561,15068,5237,2657,4529,2281,7253,12607
35045,32548,4180,4365,4193,4780,3292,2804,2106,1915,1593,12321,4154,3034,3888,2152,5903,20226
35055,15323,2337,2076,1983,1651,1388,976,1102,923,772,1637,883,461,3050,1170,7340,7030
35028,8477,521,729,970,1555,1303,1011,696,548,388,695,1174,1300,1174,874,1019,6690
35047,11014,1688,1775,1891,1380,1218,791,850,827,727,961,601,309,3696,1284,8606,4542
35007,8125,902,1047,1050,764,665,507,425,426,339,578,447,236,710,377,2504,3854
35019,1581,334,300,256,246,186,133,185,118,134,77,76,19,838,259,1566,712
35033,2262,407,437,336,329,180,137,154,115,151,94,114,87,799,282,1784,978
35021,500,54,63,51,60,20,35,29,16,14,42,24,5,42,32,164,227
35051,14620,2236,1607,1339,1466,873,678,685,564,552,663,579,460,1386,650,3330,7392
35003,13593,1730,1638,1639,1310,1002,822,864,598,636,776,712,466,1493,607,3542,6984
35013,57432,8764,8495,7782,6545,5089,3710,3648,2763,3814,3695,3431,2409,11685,4119,30136,25269
35023,631,67,99,76,67,46,25,46,19,24,35,46,31,61,23,150,362
35017,18677,2372,2400,2167,1754,1399,1099,1153,902,907,1032,826,541,2256,878,6509,8616
35029,13259,2073,1827,1470,1208,671,677,572,432,473,626,500,247,1541,698,4675,6087
35009,47913,6026,6032,5946,5353,3802,3021,2706,2345,3542,3205,2821,1990,5945,2367,11921,26801
35041,8931,1491,1159,1066,829,686,491,482,416,511,453,474,263,1226,446,1938,5314
35025,21264,3006,3136,2928,2632,1954,1531,1305,1186,1670,1535,1427,932,4199,1310,6417,13044
35011,1398,145,141,178,127,83,92,60,51,36,54,78,41,112,43,305,748
35037,6331,960,674,645,627,356,334,275,176,303,301,235,205,457,276,1502,3165
35005,29302,3728,3851,3870,3326,2320,1825,1683,1475,1717,1872,1620,1154,4250,1464,8689,16068
35015,25621,3318,3354,3242,2711,1977,1422,1754,1272,1601,1720,1584,1142,3337,1029,6818,14088
35027,11553,1240,1294,1527,1253,964,695,709,559,485,725,678,552,1101,364,1918,6785
35035,29015,2938,3529,3324,3080,2406,1845,1479,1539,2065,2743,1996,1062,2270,1428,5430,15945
35059,2465,289,357,285,238,157,137,149,89,101,164,104,70,260,94,609,1274
32017,2427,361,358,270,215,115,69,61,103,82,226,135,113,44,27,47,1491
32023,4231,588,527,394,551,257,207,194,247,205,409,280,420,167,124,288,2721
32003,468710,46519,56619,63762,64342,44745,36745,33694,32494,62905,44379,58228,39356,46115,26760,79868,291231
32033,13698,1219,1693,1536,1698,1150,899,620,796,507,1281,1100,1165,634,377,600,9203
32027,2245,294,279,326,271,169,167,78,135,145,213,215,149,187,111,263,1455
32009,2147,308,240,205,247,160,102,75,107,105,176,157,206,50,54,91,1370
32015,14839,1468,1663,2046,1711,1306,923,765,874,753,1651,1564,1099,648,459,1053,9572
32011,902,130,116,132,78,66,34,34,47,47,75,89,56,50,25,53,592
32019,35132,3393,3937,4157,4119,2630,2452,1950,2148,1701,2827,2894,2141,1726,1100,2354,22393
32029,37078,3013,4194,4451,4924,3464,2876,2717,2757,2457,3086,3825,2923,2829,1680,3863,24631
32013,7637,809,927,1158,1080,615,446,427,506,536,892,946,735,662,282,1005,5041
32031,172327,15600,19379,22100,22577,15751,11886,12005,11900,11336,14756,18888,14030,13438,7390,18367,114084
32001,12187,1143,1319,1657,1361,1087,744,625,737,569,1301,1224,870,446,355,739,7868
32005,31233,2581,3732,4049,4137,2539,2061,1834,2065,1469,2913,3068,2635,1921,928,2075,21560
32021,2775,270,327,361,281,234,142,139,140,215,507,285,173,101,96,182,1692
32091,772,32,67,122,104,63,50,64,37,0,59,92,35,44,19,42,576
32510,28739,2676,3210,3559,3628,2202,1994,1900,1555,1471,2283,2510,2036,1705,902,2309,18435
32007,14029,1473,2041,1923,2026,1364,910,892,764,905,2156,1613,1239,1397,652,2195,8967
32035,8941,971,1195,1289,1395,860,530,578,508,637,1279,1126,959,850,372,1198,6012
32073,55,33,26,14,21,15,8,12,7,3,292,96,29,37,24,38,50
32045,1719,174,307,261,204,170,141,109,75,109,204,126,67,269,111,644,810
6001,469874,46618,57674,72406,83736,69902,55797,58253,53785,123058,65440,152344,69728,82965,57836,114544,345690
6037,2678846,366040,394855,440010,449178,372375,295319,295942,296586,561766,330984,641592,287229,702101,315827,1219111,1677805
6031,66403,10757,11112,11824,10823,8463,6703,6229,5661,7923,6852,14538,5948,19041,7756,31730,40949
6034,8989,2605,2542,2890,2761,2087,1672,1276,1232,10940,3175,4636,1967,5307,2962,9103,5550
6137,1422,1193,1069,1636,1760,1465,747,461,390,13309,2576,1172,890,2339,1142,3152,1269
6111,343924,28900,39127,47738,57097,44305,33716,36270,36746,30633,35597,57443,41000,63151,27557,91454,246338
6032,7535,499,902,950,996,1023,640,659,699,681,807,1233,771,1297,575,2065,4706
6059,787321,69584,92733,114490,129298,105218,83062,87525,86135,74374,81452,162773,88490,150597,67685,243329,533942
6071,582922,70483,82883,91231,90228,69021,53347,51573,46381,95360,65997,88431,52547,117610,47450,193225,349747
6039,68624,9495,10871,10973,9850,8003,6523,6443,5469,7504,7601,9722,4463,17302,5745,31249,37561
6019,286533,41959,44542,45505,41741,30802,25995,23403,21098,35076,29465,37804,20222,69236,26939,116591,171461
6065,317293,35365,41910,46058,45855,35590,27210,26622,25372,36502,30927,37008,25784,59856,21764,97911,193079
6021,42231,5277,6585,7156,6249,5301,3846,3706,3770,6684,5181,5749,3354,9550,3645,15415,25291
6664,11227,1832,2587,2535,2485,2218,1578,1762,1543,3375,1920,3141,1185,5937,1591,10745,5217
6073,898565,86624,106688,123804,131882,102889,76734,75431,73431,90809,80012,138957,89309,113494,63344,165873,615118
6401,19389,1588,2230,2687,2465,1883,1343,1187,1081,1037,1809,2104,1736,1324,781,1609,13021
6025,37980,7111,7268,6916,5897,4563,3759,3398,3534,4330,4556,4205,2381,15839,4388,30091,17942
6027,25846,2529,3274,3229,3306,2227,1819,1423,1096,1364,2634,2412,2144,1806,1286,2216,16885
6010,32740,4184,4317,5056,4671,3180,2569,2428,2420,3737,3317,4590,2884,5247,2660,7688,21918
6067,519710,52415,62054,70913,72553,57168,45010,40525,37613,67028,50448,88694,51075,56286,39746,77619,346799
6459,17758,955,1506,2001,2875,2562,1982,2085,1954,966,1407,3206,2364,2249,1689,2548,14935
6083,181555,16760,21000,23197,25651,18572,14957,13661,14689,13164,16127,21119,17649,20941,11342,34757,120573
6079,120676,11005,13557,15226,14920,10861,8665,7638,7460,5867,9707,11668,9354,8959,5283,13268,78758
6050,7857,810,975,865,1287,898,886,745,868,788,698,809,697,1591,690,2837,5017
6107,131220,19674,20767,21166,19754,14622,11737,10812,9841,10887,12126,13824,8332,35059,12139,57222,78196
6029,288862,38874,42376,43094,40900,29440,22138,21435,18482,28081,28364,31011,21035,55405,21242,86029,179862
6060,7682,943,1082,797,693,635,435,378,281,282,620,442,360,519,197,619,4669
6057,44649,3946,4546,5172,4960,3640,2845,2543,2489,1709,3096,3511,2843,1850,1532,1856,29453
6053,133422,15126,18970,21573,23155,17635,14220,14270,14750,15672,15489,22586,14218,34027,12018,51737,87196
6007,165231,19178,18860,19103,18137,12820,10003,9010,8608,7907,11336,16375,10696,10708,8072,15726,103000
6051,6110,555,782,794,790,504,500,365,405,349,531,652,370,503,272,701,4081
6087,146072,14560,16339,19690,22223,17956,14106,14577,13573,13812,14129,24020,15881,23840,12175,32806,104149
6043,10987,1166,1165,1101,1185,843,537,556,494,428,833,652,577,344,306,434,6722
6047,75687,10625,11727,12587,11161,8346,6229,6393,5530,8141,7601,10023,5186,17437,6712,29442,44255
6115,45790,5079,5179,5200,5560,4600,3383,2961,3136,2949,3595,4700,3141,4191,2607,5340,29931
6109,38806,4486,4759,4999,4305,3242,2374,2544,2324,2316,3350,3292,2246,3684,1753,5763,23893
6069,19007,1943,2756,3018,4007,2629,2148,1846,2007,1862,2585,2929,2689,5832,2088,9089,12111
6153,6966,842,1035,1070,1107,846,665,646,624,1180,739,1903,957,847,778,1463,4478
6081,235769,17571,23739,31233,36889,33477,28645,32693,36091,26716,24813,74413,31363,37381,25018,53282,186179
6075,281869,29350,30584,36683,41839,38102,32838,36475,36687,41940,30050,110035,40511,39603,31431,54033,218820
6085,539072,44252,56529,72611,91295,82032,72050,80699,80959,68177,69648,203241,77613,109525,63911,156476,416112
6175,14762,1448,1437,1889,1902,1707,1401,1698,2282,3601,1737,4225,1897,1615,1591,2157,12957
6013,317596,25544,33607,43864,53758,44493,33978,35038,35705,50317,33828,67120,42276,46045,30735,60578,244134
6055,72591,6574,8205,9771,11140,8311,7012,6527,6403,11256,7287,11532,7288,8752,5372,12545,49112
6095,118656,10656,14897,18105,22560,16714,12871,12290,10736,27324,14455,27872,16201,16007,11931,21902,82559
6100,1126,411,377,570,511,414,215,262,155,4068,1367,2834,1168,919,820,1002,1053
6045,66634,6995,7506,7692,8334,5757,4765,4558,5009,3410,6028,5538,4795,5982,3701,8363,44595
6041,201517,14933,19501,24211,27659,22400,16666,17615,22455,11558,16343,24811,21010,20241,13496,23115,158967
6097,199788,16809,21730,25271,27699,20877,15944,14516,15099,11625,17785,22404,19623,19459,10994,22096,141113
6049,20518,1951,2517,2812,3453,2428,1816,1646,1676,1613,2326,2579,2241,4263,1642,6500,12715
6077,206937,24189,27477,30983,31534,21919,17015,16700,15765,24718,21128,36878,20757,33045,17525,51816,132122
6009,59741,6163,6786,7279,6596,4659,3382,3476,3275,3281,4387,4943,3797,3257,2719,4808,37669
6099,147226,16980,19411,21028,19815,13558,11667,10270,10044,12303,13313,16567,10840,20086,10108,32604,90752
6040,8191,895,917,760,889,608,393,398,328,292,612,475,421,229,202,242,4972
6033,36964,4158,3941,4092,3635,2666,2022,1627,1536,1623,2413,2135,1805,1398,1175,2091,21971
6023,53743,6442,5974,5590,5365,3343,3028,2370,2177,1814,4657,3339,2538,1822,1943,2901,32078
6105,8242,988,795,723,750,576,463,330,341,224,561,371,287,183,269,211,4854
6015,20531,2423,2496,2165,2129,1265,1009,1006,850,673,1674,1338,1028,775,795,1206,12341
6093,29309,3558,3283,3087,2858,1716,1478,1277,1252,1198,2025,1651,1262,945,951,1400,17474
6005,30750,2641,3192,3592,3632,2697,1700,1977,1768,1166,2176,2462,2216,1559,923,1257,20514
6061,97823,7425,10311,12821,13784,10298,7266,7345,7183,4801,8213,11302,10268,7991,5244,8871,71198
6113,63144,7216,7391,8396,8495,6226,5254,5038,4209,4199,5235,9722,6158,8694,5112,12883,40952
6017,70891,5558,7153,9242,10165,7182,5437,5020,4707,3432,5832,8488,7709,5433,3966,4580,51321
6101,27181,3563,3422,3989,3444,2396,1740,1688,1549,1665,2147,3087,1738,3607,1838,5381,16871
6003,517,61,37,80,59,52,11,31,48,20,112,81,38,29,32,29,361
6091,2908,375,311,292,252,170,162,156,127,100,205,173,127,52,81,122,1747
6011,11557,1423,1589,1672,1544,1106,855,699,739,761,982,992,695,1736,640,2792,6872
6063,15610,1702,1938,1831,1535,881,942,673,639,641,1284,1100,793,514,536,643,9798
6103,61343,7362,7174,7185,6744,4465,3091,3082,2704,2666,4072,4007,3165,3494,2304,5163,37199
6089,112370,12037,12357,12836,11395,7607,6104,5896,4942,4154,7428,7678,5562,3991,3634,5102,69157
6035,15474,1817,1813,1697,1618,1111,871,815,704,742,1357,1041,875,745,583,812,9599
15003,112825,20418,21727,24386,26404,27767,29587,32129,26576,24909,20468,153717,41841,18623,52174,29244,91047
15007,11738,1747,1916,1940,2148,2080,2245,1925,1837,1053,1327,8680,2745,1253,4066,2290,8486
15001,30838,5783,5091,5272,5081,4606,4576,4527,3757,2944,3273,17568,7745,3216,11973,6461,22383
