fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
12103,372117,33838,39632,41438,41735,30229,23187,19668,19934,38888,25925,28091,22943,14380,11615,19140,235970
12081,194169,16629,21032,22009,22687,15832,12328,10750,11242,14469,13794,14000,12269,8984,4648,10833,125731
12049,23235,2481,2636,2629,2514,1778,1442,1223,1169,2446,1587,1449,1158,1809,668,3224,13230
12021,13647,1042,1457,1816,1533,1028,1069,908,940,827,1141,1454,1036,578,386,891,9345
12015,145094,11926,14872,15718,14552,10632,8582,8161,7447,7437,8921,8675,6568,3458,2315,3516,90076
12017,3760,240,256,397,529,327,341,333,549,122,202,324,389,223,244,291,3351
12115,267328,21606,27849,29952,29778,20905,17427,15155,17490,17347,19170,18964,16813,10099,5901,10429,177519
12111,135401,11308,14806,15932,14698,10757,8874,8200,7286,15474,10947,10877,8405,5427,3695,7352,86207
12093,20896,2327,2285,2377,2083,1731,1119,1004,932,1379,1228,1195,678,1221,424,1840,12027
1115,69447,7153,7437,8005,7433,5154,4115,3558,3196,8638,6186,5639,4721,2386,1767,1542,44725
1117,134243,10611,13382,16007,18375,13152,9403,9339,9261,12536,10460,12686,13066,7810,4972,5750,97831
1073,289345,29781,32710,38984,40334,28355,21110,18321,18462,107179,39512,33740,30987,20613,15798,15947,206602
1125,82800,10987,9142,9858,9533,5687,4536,4139,3561,21847,9203,7625,6540,3679,3059,2906,53414
1127,48611,6307,4981,4825,4413,2828,2515,1874,1708,3891,2848,2616,2083,882,560,536,28974
1123,30830,3602,3421,3413,3065,2360,1535,1511,1528,7624,3616,2387,2155,1206,875,783,19471
1027,32694,4145,3462,3490,3129,2365,1627,1771,1494,8601,3833,2465,2114,1300,862,800,20404
1037,42021,4705,4983,4761,4482,3205,2302,2117,1883,8566,4743,3357,2909,1746,954,1179,27029
1121,44012,5416,4875,5359,4611,3061,2336,2250,1975,11337,5227,4010,2940,1671,1156,1247,27765
1043,96141,10598,10031,9369,9132,6524,5162,4690,4676,5079,6054,5332,4442,2714,1842,2071,59733
1095,93552,10871,9966,9519,8222,6119,4819,4311,4142,5588,6147,5327,3813,2384,1558,2182,56522
1009,83736,9150,9038,9113,8256,5908,4625,3822,3566,3822,5441,5589,4547,2427,1386,1773,52481
1103,73739,7551,8233,8679,7663,6012,4146,3482,3543,7105,6156,5724,4407,2805,1896,2077,47332
1007,24073,2332,2538,2866,2970,1771,1318,1161,1193,3255,2261,1992,1951,877,548,531,15647
1105,16652,2178,2191,2343,2115,1232,1026,834,840,12057,5144,2400,2021,1359,975,950,10993
1021,30746,3217,3471,3394,3392,2245,1704,1453,1262,3932,2752,2355,2052,988,729,794,19382
1133,45584,5458,4715,4378,3935,2801,2389,2133,1743,2196,2732,2354,1611,906,788,696,27131
1017,33441,4120,3843,4186,3744,2379,1782,1625,1705,11833,4569,3498,2612,1480,1057,1246,21290
1015,61331,6989,6907,6598,6163,4159,3106,2966,2774,9209,5744,4496,3296,1780,1182,1392,37782
1023,12920,1342,1534,1701,1577,954,664,563,636,3582,1710,1471,1195,642,418,289,8588
1055,81764,10173,8933,8538,7847,5327,3937,3666,3217,8978,6229,4952,3776,2164,1527,2120,49404
1065,7361,1080,918,1273,842,602,484,355,358,6955,2699,1480,1024,803,583,543,5000
1119,3951,795,604,686,650,324,181,200,192,6695,2499,1191,926,664,443,421,2806
1063,3264,546,419,629,628,275,197,164,134,5222,1872,976,752,494,374,368,2440
1107,17230,2263,2071,1894,1577,1153,821,685,781,4799,2232,1502,1088,660,422,410,10674
1075,28045,3529,2897,2878,2238,1549,1568,1155,1155,2711,1618,1667,998,580,412,368,16652
1079,58499,6534,6953,6762,6350,4885,3257,2820,2621,8024,5933,4671,3730,2663,1920,2229,37369
1057,20758,2637,2208,2061,1792,1175,1065,879,769,1706,1208,1163,887,350,213,223,12382
1093,36144,4306,3583,3591,2731,1981,1900,1573,1490,1250,1571,1571,1018,447,361,414,20993
1044,8360,1063,1102,1173,1050,641,550,475,367,5285,2304,1058,899,547,472,416,5530
1059,29397,3802,2888,2935,2354,1747,1356,1270,1198,1147,1413,1239,907,576,377,642,17046
1113,30541,3859,3624,4159,3764,2458,1643,1294,1496,12764,5171,3777,2897,1699,1331,1327,20006
1077,63364,7240,6792,7237,6310,4182,3377,2812,2746,7297,4716,4594,3591,1984,1509,1198,39765
1083,48136,4504,4912,6307,6367,4626,3372,2715,2385,6695,3811,4863,4269,2464,1989,1631,32728
1033,39293,5031,4191,4184,4082,2826,1946,1884,1518,5899,3330,2593,2208,1352,854,947,24380
1089,126994,11954,13681,16835,18304,12780,9359,7817,7375,27666,13130,14323,13228,8218,6535,5292,89489
1999,2539,245,214,231,242,241,123,113,110,91,121,118,101,64,16,17,1502
1071,39297,4555,4098,3993,3576,2388,1990,1693,1830,2161,2595,2299,1438,788,627,415,23657
1049,74684,9432,7900,7481,6126,4880,3555,3289,3218,3476,4240,3688,2543,1880,1098,2020,44300
1019,53813,6437,6137,5679,5138,3370,2674,2602,2347,7433,4531,3399,2538,1520,1252,1560,32578
1005,16440,2172,1979,1726,1732,1102,823,686,726,6020,2890,1513,1296,872,597,626,10312
1001,27321,2940,3220,3834,3447,1942,1543,1523,1357,9007,4455,3185,2530,1364,945,851,18270
1011,14491,1825,1666,1782,1619,1153,809,693,859,9839,4067,2023,1577,994,836,905,9364
1109,13252,1869,1447,1446,1259,904,687,597,518,4898,2237,1263,985,564,520,432,8154
1041,26090,3231,2627,2687,2274,1763,1344,1155,1186,5984,3141,1900,1444,744,608,508,15944
1031,60787,7013,6816,6870,6394,3677,3442,2944,2809,12187,6569,4829,3892,2119,1766,1984,37618
1045,78420,8626,9479,9881,8917,5646,4617,3971,3903,21895,10566,7689,6145,3799,2921,2980,50727
1087,35348,5563,4295,4472,4156,2806,1845,1480,1690,17214,6629,4802,3837,2087,1902,2050,22990
1101,74596,8130,9265,11481,10438,8491,5597,5025,4595,43632,14374,10784,9300,6977,5469,5134,53910
1067,25896,2942,3097,3119,2922,2213,1557,1455,1464,10972,4793,3044,2364,1758,1215,1379,17230
1051,40264,4207,4412,5130,4634,2933,2266,2304,2123,7079,4055,3913,3060,1517,1126,861,26536
1039,29971,3686,3219,2976,2425,1889,1484,1194,1072,3047,2197,1644,1076,516,530,355,17665
1013,10492,1329,1152,1164,942,672,568,389,596,4093,1892,973,746,515,346,369,6570
1085,3953,676,528,666,494,466,210,251,223,4749,1792,821,613,475,306,379,2976
1099,40084,5137,4640,4689,3989,2815,2083,2003,1784,12860,6509,3913,2933,1756,1324,1261,25298
1035,29581,3916,3390,3260,2630,1915,1430,1352,1178,7579,3880,2371,1633,1127,822,758,18102
1201,1489,230,161,163,144,201,69,107,92,641,169,99,112,91,25,89,1058
1111,21361,2582,2211,2262,1869,1432,1129,1008,822,3122,1651,1419,881,609,447,468,12795
1029,19106,2079,2124,1726,1782,1090,976,885,826,1103,1192,824,664,334,230,241,11222
1097,204069,21683,24401,25583,24942,16860,12519,10784,10706,60993,28732,22311,18542,10027,7875,7470,136327
1069,52826,5752,6387,6187,5354,4072,2985,2602,2513,11507,6145,4569,3422,2227,1652,1558,33812
1061,43937,5135,5159,4832,4065,2729,2293,1964,1635,5713,3647,2914,2169,1145,924,757,26844
1025,21199,2430,2428,2990,2427,1445,1067,1123,898,7724,3418,2754,1922,1138,627,715,13607
1053,38362,4379,4472,4657,4024,2695,2072,1909,1852,7073,4357,3380,2703,1476,1258,1014,24965
1131,6636,921,865,742,773,559,366,300,318,5428,2467,1083,781,502,365,396,4358
1003,97049,8796,10802,11147,11796,7535,6061,5905,5464,11364,8785,8518,7967,3771,2752,2827,65269
1129,7799,979,1105,1048,833,491,336,388,315,2398,1489,1005,649,243,284,206,5044
1047,19145,2347,2311,2598,2276,1579,1113,941,978,11152,4426,2452,1966,1243,1018,854,12499
1091,11086,1359,1377,1646,1452,981,615,651,421,8127,3610,1948,1506,945,671,627,7534
1081,51467,7034,5802,6171,5768,3697,2601,2171,2447,12679,5801,5139,3982,2309,1654,1963,33033
47125,73946,7443,8559,8993,8203,6454,4784,4341,4219,12425,7371,6450,4681,3376,2565,3278,47910
47147,63846,5893,7203,8142,7692,4406,3855,3171,3257,5153,5470,5684,4877,1928,1179,1173,42433
47041,34154,3819,3623,3215,2804,2117,1703,1560,1553,1312,1866,1453,1092,507,352,445,20255
47159,30133,3203,3031,3647,3300,2118,1709,1660,1390,2851,2270,2548,1717,956,612,701,19498
47189,80785,6651,8628,10714,11177,7682,5518,4870,4570,8342,7208,8562,7806,4698,3005,2876,57656
47037,376962,35625,42370,46961,49934,36036,27614,23478,25015,77494,38528,38105,33408,23287,17516,20395,263840
47149,110562,10482,12246,14536,14669,9808,6869,6108,5770,11912,9690,11227,10266,5487,2974,3433,76383
47187,93048,7345,9263,11066,12738,10061,7188,6596,7579,10184,7778,9368,9793,7057,4340,4724,70910
47021,45480,4014,5316,5616,5090,3568,2860,2570,2548,3498,3989,3977,3146,1676,997,930,30753
47015,46679,5617,5344,5276,4393,3147,2296,2262,2048,3069,3198,3239,2377,1512,844,1239,29564
47003,97352,10217,10569,10921,10032,7275,5464,5251,4914,9425,7867,7415,5878,3498,2283,2945,62112
47031,44128,4964,4727,4697,4476,2791,2190,2169,2051,2507,2953,2919,2203,985,584,841,27521
47117,50073,5154,5498,6390,5990,4244,2966,2426,2571,6365,4526,4422,3884,2531,1331,1537,33570
47111,20589,2403,2280,2002,1844,1255,884,923,905,737,1144,1014,774,294,110,323,12387
47165,83346,7586,9201,10225,10748,6548,5337,4408,4484,6774,7012,7530,7066,3300,1929,1855,57261
47169,24382,2462,2443,3077,2781,1844,1214,1378,1236,2646,1986,2208,1452,836,503,632,15990
47161,13195,1654,1279,1328,1129,731,795,560,547,606,739,865,579,128,197,123,8017
47043,34573,3215,3924,4137,3271,2321,1956,1930,1751,2053,2578,2637,1948,773,598,485,22266
47081,39191,4114,4388,4462,3540,2419,1922,1984,1616,2081,2604,2506,1840,612,523,504,24118
47101,37204,4293,3584,3790,3007,2148,2102,1748,1537,2096,2027,1922,1146,406,383,543,22022
47135,17828,2185,1891,1763,1371,1013,869,724,690,705,951,780,515,203,156,196,10430
47055,45717,4964,4336,4879,4412,3003,2597,2247,2176,3666,2932,3088,2048,909,711,720,28077
47103,22208,2515,2043,2459,2069,1680,1284,996,1000,1761,1325,1553,1103,684,439,350,13885
47083,18001,2203,1809,1812,1710,999,946,865,743,974,1022,1066,851,249,230,189,10949
47085,15656,1833,1621,1692,1448,915,811,818,582,810,954,1007,690,229,205,192,9595
47010,15690,1056,1538,2089,2535,1781,1300,1139,1043,1926,1384,1758,2002,1348,989,908,12128
47018,17077,1164,1736,2323,2675,1935,1379,1172,1085,2003,1533,1965,2073,1430,1002,917,13091
47113,51032,4670,5647,7095,6505,4391,3544,3262,3344,14065,6297,5814,4932,2915,2121,2263,35837
47119,49962,5117,5412,6333,5991,4186,2923,2440,2572,6737,4618,4320,3808,2397,1277,1559,33152
47181,29973,3449,2785,2898,2383,1730,1589,1308,1302,1204,1299,1245,780,252,267,355,17413
47061,37401,4845,4165,3521,3132,2305,1625,1593,1580,1792,2026,1736,1200,884,591,855,22249
47153,48391,5532,5456,4741,4355,3056,2344,2363,2140,2163,2889,2657,2057,1150,559,878,29595
47177,38191,4731,4350,3958,3111,2317,1697,1772,1665,1799,2244,2028,1323,983,618,1000,23127
47127,34387,3666,3777,3680,3202,2389,1938,1887,1839,2910,2474,2388,1693,1115,681,1060,21428
47087,54217,7008,5081,5300,3842,3171,2630,2243,2377,1971,2092,2386,1534,805,736,732,31579
47027,10363,1343,989,895,708,581,607,386,348,354,335,288,210,75,86,98,5826
47307,3176,110,308,353,439,340,278,232,431,77,247,306,381,223,174,179,2678
47065,171187,16997,18860,20658,19912,13610,10776,9609,9565,29774,16710,15482,12729,7844,5588,5693,113474
47107,39443,4645,3945,3950,3745,2494,1966,1593,1794,2122,2249,2140,1585,691,497,465,23660
47051,37654,4409,3967,3916,3690,2505,1813,1835,1850,2676,2509,2318,1892,899,697,711,23629
47139,43622,5120,4867,4192,4535,2883,2142,1872,1903,2562,2782,2255,2308,1075,811,935,27054
47121,12728,1414,1302,1281,1129,703,676,593,598,582,713,715,460,178,91,123,7624
47011,39066,4460,4517,3954,4260,2385,1932,1704,1871,2525,2648,2212,2381,1039,748,867,24707
47039,51460,5541,5194,5586,5437,3700,2633,2450,2358,3289,3156,3464,2885,1408,942,1051,32266
47007,59036,6257,6508,5528,5425,3744,3164,2693,2409,1911,3335,2784,2541,993,629,624,35593
47143,19394,2260,2135,1936,1569,1219,1091,749,739,769,1045,966,657,406,307,209,11547
47123,65308,7518,6739,6516,5856,4369,3320,3060,2820,2844,3877,3507,2353,1365,898,812,39744
47115,40891,4611,3946,3793,3751,2681,2237,2029,1890,2128,2322,1986,1533,825,585,573,24765
47071,18769,2250,2005,1667,1577,1143,868,827,770,892,906,793,689,310,209,161,11058
47019,70084,8367,7033,6255,5709,4093,3463,3071,2924,2875,3085,2619,2097,902,708,935,40756
47179,82093,8827,8541,8304,7627,5229,4277,3738,4262,4071,4650,4489,3621,1760,1189,1407,50347
47059,49060,5822,5063,4930,3928,2783,2296,2263,2192,2164,2713,2407,1533,548,373,444,29229
47163,144644,15812,14230,14605,13504,9223,7724,6957,6850,6352,7700,7921,6463,2685,1857,1701,88978
47091,13061,1783,1237,1141,924,651,554,559,413,249,377,410,273,68,75,122,7287
47073,55771,6695,5872,5534,4386,3098,2663,2373,2310,2182,3031,2701,1743,554,353,386,32894
47171,40177,4744,4232,3569,3107,2339,2021,1767,1466,1192,1858,1409,1037,454,361,440,23109
47173,34622,4292,3684,3137,2545,1906,1749,1441,1414,1010,1559,1281,957,434,333,336,20052
47093,321914,33565,32733,35413,34797,24773,17989,16246,16310,26234,22573,23605,19983,10924,7442,7274,208225
47009,52230,5293,5247,5804,5516,3711,2923,2667,2521,3223,3479,3802,2919,1456,1074,692,33429
47001,97605,10179,9997,10513,10306,7702,5689,4906,4652,5481,6459,7076,5761,3191,2155,1742,63530
47057,23950,3267,2438,2056,1743,1322,1122,1092,813,837,1076,850,452,258,205,230,13791
47063,44633,4960,4920,4552,3740,3137,2524,1957,2069,2528,2832,2386,1678,1221,643,1095,27287
47029,42880,5319,4508,4231,3007,2449,2051,1800,1656,1891,2067,1893,1044,470,414,342,24972
47013,37784,5159,3810,3173,2382,2105,1797,1577,1244,830,1323,1172,706,268,351,289,21204
47017,22855,2414,2539,2230,1892,1523,1080,1059,1067,1783,1423,1067,853,400,317,366,13624
47025,25113,3799,2459,2186,1715,1346,1188,778,844,790,1000,893,513,183,211,144,14260
47129,37651,4434,4068,3570,3063,2169,1901,1527,1558,1602,1941,1678,1188,441,397,285,22209
47155,47331,4660,4776,4751,4340,3233,2610,2410,2406,1784,2934,2548,1628,954,515,593,28989
47035,49742,5677,5176,4620,4240,2918,2527,2089,2031,1713,2399,1945,1590,615,352,508,29034
47089,50210,5498,5281,5266,4110,3277,2659,2288,2462,2530,3176,2821,1664,935,589,703,30659
47049,18645,2711,1876,1563,1271,951,908,694,647,452,683,553,329,187,156,221,10445
47067,15594,2248,1472,1345,1123,844,694,546,552,510,597,489,325,118,109,88,8862
47151,17440,2179,1853,1568,1156,1030,686,696,582,308,608,553,291,114,104,124,9736
47105,37967,3854,4182,3964,3589,2820,2017,1711,1920,1695,2676,2383,1686,975,593,460,23816
47145,48834,5287,5194,4782,4586,3243,2539,2029,2494,2245,2969,2640,2127,1067,580,593,30001
47150,12062,1362,1203,1101,1049,803,580,714,523,354,668,518,414,276,154,212,7281
47166,12062,1362,1203,1101,1049,803,580,714,523,354,668,518,414,276,154,212,7281
47092,787,306,82,82,99,55,14,31,26,2116,1024,277,218,132,132,153,482
47030,37484,4683,3719,3842,3583,2616,1926,1764,1539,3410,2289,2654,2003,954,913,1045,22806
47090,17718,2412,1780,1562,1361,1126,884,651,603,1873,1059,723,589,252,338,323,9990
47095,9209,788,1143,1110,1192,734,482,485,454,871,892,794,767,400,238,200,6241
47033,8043,1062,914,897,684,466,371,344,382,1188,727,542,363,299,139,296,4865
47157,240769,27749,30912,40208,41013,30321,19561,16829,16424,156167,44770,38887,33879,27091,20187,21690,179263
47167,20888,2300,2823,2638,2686,1612,1205,969,1096,4592,2630,2091,1807,889,574,437,14297
47069,10319,1469,1221,1184,965,600,653,545,462,3751,1300,824,649,349,404,296,6319
47075,4873,744,684,745,683,460,316,154,229,3752,1158,730,628,513,423,357,3263
47045,19735,2115,2272,2136,1952,1357,1001,912,877,2582,1694,1489,1106,525,338,364,12355
47047,14654,1924,1920,1958,1505,1128,801,730,805,5050,2332,1563,924,801,542,500,9661
47097,11895,1810,1484,1374,1066,633,672,516,495,3388,1657,1041,590,407,369,343,7446
47131,18464,2010,1975,2092,1711,1250,1008,843,847,1942,1372,1372,892,463,301,333,11505
47005,11804,1257,1279,1044,965,783,594,560,401,479,575,431,359,126,96,66,6777
47079,19762,2196,2037,2032,1719,1326,1033,1009,699,1906,1232,971,688,424,253,224,11783
47183,22209,2553,2546,2285,1796,1476,979,989,1014,1836,1744,1514,913,419,240,328,13511
47053,28580,3163,3149,3078,3090,2173,1348,1220,1350,4608,2577,2017,1605,973,612,594,17753
47109,17385,2120,1687,1715,1453,1011,975,727,760,1073,975,938,563,248,188,256,10288
47077,14035,1552,1493,1545,1268,796,734,690,629,1280,951,822,644,226,191,183,8527
47023,7991,908,868,976,793,472,451,307,372,872,641,584,438,108,175,95,5003
47099,39413,4500,3743,4008,3298,2323,2201,1798,1690,2173,2116,2064,1262,374,421,487,23373
47133,42168,5288,3882,4379,3040,2536,2137,1662,1857,1403,1658,1905,1151,672,494,653,24541
47141,45904,5368,4354,4577,3661,2881,2262,2020,2147,1644,1997,2055,1533,786,528,711,26980
47185,38310,4419,3685,3779,3002,2445,1898,1675,1831,1373,1733,1766,1286,663,492,525,22626
47137,5415,626,555,471,446,252,245,227,207,105,211,168,102,30,31,34,3051
47175,19552,2060,2068,1856,1576,1238,908,892,921,718,1082,838,555,213,159,150,11430
28071,41505,5645,4621,4902,3937,2547,2302,1781,1759,9384,4335,3571,2728,1696,1103,1031,26117
28009,12974,1886,1403,1480,1294,858,741,571,622,5509,2049,1247,888,744,492,507,8161
28139,32268,4169,3320,3278,2767,1987,1546,1320,1434,3893,2378,1747,1245,761,367,575,19153
28107,19420,2651,2405,2110,1951,1343,1004,995,914,8210,3256,2043,1524,1069,643,657,12243
28119,9158,1329,1229,1111,962,697,561,478,443,5883,2330,1204,993,729,520,464,6023
28145,30725,3945,3406,3375,2922,1830,1605,1177,1394,4672,2739,2111,1442,787,502,700,18926
28033,67620,6357,7791,9610,9431,5446,3902,4075,3586,16110,8349,8255,7367,3381,1970,2264,47024
28093,16210,2251,1918,2206,1735,1287,881,949,748,7934,2773,2010,1350,1081,684,691,10592
28011,17573,2810,2377,2579,2481,1509,1015,856,928,17937,6410,3401,2709,1979,1564,1354,12060
28027,6796,1089,951,1030,990,605,438,329,279,8315,3038,1531,1257,880,689,660,4803
28133,17493,2670,2264,2737,2577,1544,962,754,935,18198,6273,3667,3095,1928,1574,1497,12170
28137,14796,1875,1758,1935,1770,1244,851,806,683,7255,2579,1982,1432,1024,639,584,9929
28143,2755,394,395,453,401,288,139,100,144,2904,994,545,455,355,211,264,1953
28038,7417,675,747,766,819,549,493,514,490,963,513,601,468,167,118,245,4679
28161,8945,1151,1051,945,836,647,430,401,367,2721,1035,752,506,446,233,194,5428
28115,37923,4512,4537,4675,4599,2781,2392,1740,2087,13247,5684,3872,3547,1775,1562,1241,25550
28151,17230,2399,2486,2801,2426,1569,1216,847,934,17332,5879,3368,2749,2030,1617,1299,12276
28053,7369,944,951,1133,907,604,392,353,388,6897,2669,1605,1252,743,544,555,5028
28125,2477,394,306,369,309,211,122,123,127,2578,840,563,474,311,197,212,1683
28083,9117,1245,1266,1489,1123,815,484,484,379,9731,3802,2005,1462,1151,927,802,6262
28135,15331,2087,1922,2076,1906,1227,868,606,654,10171,3734,2320,1636,1312,1024,829,10039
28055,1030,135,119,173,138,76,34,67,48,1014,361,234,194,120,71,76,690
28081,36478,4355,4262,4480,4244,2721,2049,1621,1793,8944,3947,3171,2804,1202,1033,977,24003
28123,29147,3399,3471,3690,3373,2150,1872,1380,1532,8925,4001,3174,2417,1387,1175,1256,19063
28095,23160,2965,2692,2617,2296,1630,1305,1017,1130,7289,3154,2147,1416,820,763,776,14599
28057,29319,3790,2841,3155,2428,1785,1492,1292,1266,3068,1928,1706,1204,569,313,508,17632
28114,4284,542,463,559,374,283,186,194,149,864,435,302,254,62,58,84,2601
28117,22434,2851,2264,2370,1738,1469,1070,1016,814,2151,1515,1156,855,440,197,283,13273
28059,70199,7031,7765,8696,8479,5449,4653,3925,3426,11224,6915,6645,5204,2737,1769,2028,46125
28141,16420,1822,1759,1489,1258,990,916,706,698,640,801,694,486,264,107,192,9558
28003,22313,2885,2433,2226,1844,1328,1040,972,871,2132,1517,1279,950,461,293,306,13438
28013,14380,1795,1697,1696,1159,937,784,664,622,3726,1612,1185,768,596,342,336,8827
28017,11051,1500,1435,1180,1175,694,637,465,504,4240,1431,880,838,490,371,523,6844
28015,23919,3147,2704,3207,2640,1824,1426,1145,1077,15704,6169,3702,2465,1935,1504,1277,15601
28043,11330,1495,1245,1475,1124,795,642,495,485,4743,1819,1396,800,647,520,443,7208
28097,13338,1742,1392,1705,1353,853,869,591,586,5903,2174,1685,1007,842,604,561,8465
28155,14144,1672,1618,1592,1439,915,722,670,627,4541,1934,1326,956,492,486,432,8716
28051,3792,682,556,487,542,329,277,177,190,6049,2363,1011,777,544,459,365,2648
28001,33285,3867,4085,4426,4336,2660,1941,1664,1884,20100,7853,4760,3905,2573,2121,1826,22390
28163,8837,1134,1129,1112,1190,656,528,521,429,7832,3060,1655,1468,798,623,586,5978
28049,66314,9275,9019,11659,11901,7663,4927,4049,4497,61764,16822,11938,10643,7372,6243,5727,49759
28121,52556,5330,5950,6637,6393,3963,3046,2795,2685,9550,5157,5093,3996,2319,1287,1523,34514
28129,39623,4800,4475,4918,4421,2766,2245,1931,1990,11427,4856,4184,3033,2071,1396,1720,25776
28127,22559,2684,2664,2823,2298,1681,1247,965,1044,6008,2666,2222,1664,1040,589,694,14550
28007,15775,2103,1881,1774,1549,1152,939,718,599,6721,2586,1601,1276,1082,648,587,9783
28079,28140,3826,3368,3191,2660,1934,1543,1338,1112,8590,4796,2701,1932,1607,1110,966,17522
28089,33661,4310,4411,5773,6117,4289,2905,2414,2156,32100,9672,6456,5907,4553,3611,3320,26281
28099,30352,4005,3714,3364,2948,1860,1706,1408,1211,7870,4794,2746,2051,1564,994,930,19021
28101,15504,1745,1996,1938,1605,866,832,661,599,3570,2107,1570,1090,490,444,286,9923
28029,11087,1404,1383,1465,1315,1050,640,513,446,6862,2455,1574,1315,789,604,605,7307
28063,14928,1819,1805,2008,1770,1256,869,705,892,11384,4415,2332,1805,1183,907,964,9708
28085,29746,3389,3615,3368,3210,2381,1723,1174,1170,9342,3926,2822,2512,1376,929,818,18621
28021,2738,480,390,461,422,411,307,110,115,4411,1410,662,520,401,328,336,1998
28159,24488,3195,3070,3087,2309,1713,1428,1092,1073,10000,4965,2758,1862,1623,1066,1110,15617
28019,4882,586,560,537,340,270,356,190,227,1413,566,365,249,147,145,107,2930
28031,37797,5166,4131,4434,3535,2686,1909,1612,1422,13316,5019,3763,2603,1644,1347,1286,23114
28065,10867,1455,1223,1429,1006,800,554,428,463,4487,1679,1145,835,485,432,345,6737
28077,22099,2643,2674,2650,2283,1813,1272,901,823,7653,3229,2269,1839,1058,755,604,13797
28149,11421,1292,1368,1597,1794,936,729,633,698,5318,1768,1558,1451,859,756,514,8174
28008,10541,934,1052,1401,1407,987,796,724,689,2388,998,1039,922,551,559,470,7654
28067,44511,5887,5016,4776,4428,3070,2204,2018,1777,14711,5613,4000,3122,1997,1661,1629,27276
28132,1268,180,135,174,133,121,61,69,27,408,270,102,81,31,86,12,774
28023,29244,3694,3144,3632,2885,1964,1776,1263,1226,12372,5398,3176,2348,1239,1121,1003,18181
28075,27201,3149,2932,3703,2953,2094,1604,1166,1479,8822,4150,3267,2469,1339,754,941,18097
28153,21969,2898,2486,2379,2151,1508,1390,962,943,9280,3475,2110,1754,1245,952,1004,13742
28069,20393,2711,2488,2417,2024,1240,1133,1002,924,6037,3808,2122,1485,1057,802,661,12978
28103,4526,621,608,561,478,362,335,249,251,4456,1621,795,573,492,365,269,3064
28061,16860,2234,2118,2087,1801,1153,853,783,755,8230,2823,1888,1554,1159,943,838,10929
28041,21062,2508,2215,2218,1899,1201,1254,1033,808,2791,1823,1514,1030,475,287,307,12803
28035,55413,6544,5818,6555,5615,3921,2981,2675,2636,11848,5488,4805,3921,2391,1567,1446,35034
28073,27901,2650,3021,3075,3028,2156,1743,1435,1572,3375,2155,2134,1953,1126,700,580,18432
28091,30136,3645,3483,3338,2743,1852,1408,1344,1294,7803,3606,2374,1963,890,744,730,18125
28111,17622,1907,1770,2202,1525,1079,903,879,719,2133,1372,1298,830,465,297,249,10622
28045,52022,5468,5826,5579,4780,3576,2615,2712,2444,5637,4150,3328,2722,1284,1201,1122,32178
28109,29701,3142,3379,3208,2696,2038,1432,1405,1283,3430,2486,1793,1392,790,685,556,18156
28039,11836,1365,1239,1314,1135,660,714,609,471,1034,955,881,602,230,117,164,7372
28131,19039,2105,2083,2033,1850,1106,873,920,875,1983,1457,1099,878,455,302,286,11510
28113,28847,3292,3421,3147,3018,1984,1372,1388,1407,10341,4341,2898,2327,1270,902,1110,17997
28147,14600,1668,1634,1759,1364,918,643,667,642,4905,1943,1485,1032,478,464,386,8720
28047,99135,10467,11275,11739,11532,7784,6018,5362,5086,21472,10484,9964,7376,4169,3272,3948,64245
28037,4856,578,595,484,516,282,266,213,184,1566,827,409,386,147,125,158,2920
28005,14732,1646,1849,1650,1540,1136,765,638,674,6274,2723,1528,1401,761,529,504,9200
28157,3582,520,479,444,371,285,198,142,213,3324,1401,545,470,296,233,214,2325
28087,20841,2544,2161,2660,2447,1942,1394,1182,1300,9812,3771,2745,2118,1314,952,1135,13952
28025,6136,765,803,910,757,609,324,366,270,3938,1506,832,634,557,398,425,4104
28105,17617,2663,1846,2009,1816,1355,829,706,714,5601,2058,1998,1611,1317,672,650,11130
21073,44078,4333,4764,4811,5368,3222,2546,2322,1947,3651,3269,3185,3375,1545,927,761,28810
21211,63136,5631,6500,7459,8441,5408,3972,3707,3580,5607,4777,5676,5790,3104,1755,1927,43830
21179,27181,2978,2884,2959,2779,1823,1384,1383,1394,2186,1909,1912,1484,655,401,345,17255
21041,13473,1663,1499,1569,1234,916,659,560,487,714,1043,1029,731,249,230,153,8483
21103,53588,5758,5658,5668,6148,4025,3094,2861,2284,3906,3701,3770,3764,2001,1093,962,34947
21223,7558,872,845,840,713,563,334,363,284,322,541,560,357,194,109,48,4785
21215,30459,2873,3486,3804,4086,2288,1532,1494,1667,2164,2547,2835,2808,1228,583,717,20899
21229,28245,3060,2901,3218,2800,1887,1301,1335,1204,2192,1812,1997,1451,574,368,405,17550
21045,39873,5203,4219,3608,2824,2074,1744,1457,1400,1100,1652,1259,686,394,264,322,22545
21155,29482,3812,2771,2959,2515,1822,1471,1346,1156,2267,1676,1642,1239,516,240,382,17666
21217,24558,3320,2365,2313,1816,1411,1214,991,916,1294,1088,1030,716,320,162,208,14222
21185,44663,3123,4000,5556,6658,4724,3379,3405,3406,3503,3191,4510,5079,3195,2002,2384,34360
21101,51087,5221,5868,5958,4720,3288,2827,2375,2346,3889,3790,3853,2707,1139,797,647,32182
