fips,Total,Cash,0-100,100-150,150-200,200-250,250-300,300-350,350-400,400-450,450-500,500-550,550-600,600-650,650-700,700-750,750-800,800-900,900-1000,1000-1250,1250-1500,1500-2000,2000+,No Cash,Median,Aggregate
1103,5320896,949514,57270,68061,1115,117583,76733,268040,3701292,9771,960,2133,1445,1237,1461,1829,6536,12998,13944,4640,3197,3557,13137,4443,596652,413027
1007,1154830,233676,4945,246,317,9033,14684,29523,834529,2400,253,393,313,234,204,576,4619,5223,3131,634,847,1589,4283,3178,126746,93138
1105,1872119,1203930,5457,10843,1180,7483,20948,17163,576123,1798,220,248,255,147,221,436,3878,4694,1985,1484,4253,1180,5167,3026,204945,64330
1021,1481865,274600,2134,362,357,35620,33002,70748,1029451,3129,303,475,362,384,326,918,4880,6302,3391,982,1129,3288,5284,4438,163375,114917
1133,1576108,113441,23706,7255,205,28806,31841,35571,1295352,4714,475,728,511,462,416,1398,4066,6775,5734,2193,840,1392,7310,2917,171671,144727
1017,3040581,1401439,12347,4980,1219,14366,9436,33796,1520394,4171,437,644,592,425,367,902,4570,7724,5515,1275,4414,2408,5847,3313,334711,169672
1015,4265115,1079796,31127,50061,1257,35323,53665,117579,2828434,7924,692,1291,1053,903,766,1578,6350,12290,10246,3992,3545,2450,10573,4220,475401,315638
1023,311399,103191,1409,64,120,1403,5513,1606,185208,759,80,118,82,46,43,302,2522,3099,948,313,535,574,2573,891,33372,20701
1055,4803665,842589,20189,20238,5046,160535,67248,313607,3284785,10824,1020,2112,1550,1235,1550,2329,5459,13743,13487,5213,4478,5080,14993,6355,536807,366922
1065,630591,424483,149,77,439,2670,12206,7110,169716,585,80,99,61,59,37,177,2617,3261,470,240,1759,475,2569,1252,68782,18954
1119,577476,386566,2400,87,325,5272,2017,7300,157602,564,44,114,46,32,29,168,2305,4187,1071,180,1698,1804,1354,2311,62564,17601
1063,338319,253155,36,1675,181,1804,0,4900,66900,315,61,40,43,6,23,116,2845,1558,245,639,1343,613,421,1400,37106,7482
1107,701589,250906,84,8222,254,6225,6830,5912,404813,1770,166,244,249,111,164,586,2497,3829,1476,1556,1384,709,2724,878,76067,45279
1075,1023587,154254,8203,6805,162,13723,4837,15904,789649,3302,363,507,391,225,333,822,2849,6364,3819,1437,975,1284,4614,2765,111063,88309
1079,4941612,1065540,74028,60978,1167,145647,84155,338852,3099747,8369,839,2097,1300,1205,1424,1414,4857,11292,13350,3875,3850,2753,10838,4035,559463,345948
1057,730728,101409,567,6771,133,5670,2434,10712,582129,2368,182,351,272,215,244,672,2905,3988,2198,1170,628,580,3304,1826,79577,65086
1093,1243478,76413,12317,124,1938,28306,7266,35214,1048653,4065,370,728,458,431,427,1033,3458,5977,4528,1203,1206,1335,5207,2821,135493,117231
1044,1099411,720649,5302,10724,667,443,5138,2153,343508,943,105,104,152,72,113,197,706,1325,1247,1174,2283,248,1577,581,120828,38335
1059,1215442,55097,11712,270,1969,64536,14857,121549,914514,3438,308,811,496,445,526,829,3200,4433,4891,1182,1307,1809,4570,2693,136400,102228
1113,3961136,1690690,40310,13596,1634,24164,27780,54235,2058770,4818,354,936,711,598,510,792,5306,9147,7085,2460,5435,2093,7317,2395,436741,229616
1077,4951151,901212,46774,21238,10041,57827,48730,111937,3681795,9923,795,1602,1229,1079,1182,1790,4127,12858,12099,2682,3658,2336,13142,3095,547932,410859
1083,4159885,821207,29665,78898,695,49751,69429,139343,2914638,6949,820,1356,1182,895,816,1098,4978,10282,7908,2628,2402,2342,9065,3538,465666,325112
1033,2610843,568861,13893,4250,5399,47405,23669,121416,1780677,5106,452,945,717,524,537,1063,3112,7539,6689,2016,2866,2829,6698,4180,291684,198726
1089,16949373,5113789,155331,384943,6894,200282,348668,411579,10143523,20958,2277,4655,3454,2957,2614,2687,12678,30532,28226,11162,13438,8213,28516,11997,1882095,1130810
1999,57734,11,304,13,10,11,4,0,55900,177,8,55,10,11,12,33,362,188,355,36,15,6,201,12,6284,6242
1071,1472842,89545,24309,5355,245,13658,37615,30027,1227153,4267,455,726,529,359,374,1132,6401,6622,6180,2505,601,2155,8853,3776,160557,137095
1049,3750019,110208,29209,11940,6649,225582,61682,384269,2835683,9390,914,2179,1290,1258,1686,2206,7364,11816,13652,4853,2353,5014,13701,7121,422232,316781
1019,3430325,789779,12433,14414,10771,138941,43019,228810,2132089,6996,781,1424,1056,917,1057,1403,3794,9577,9051,2805,4406,2813,9767,4222,382924,238167
1005,1141056,447337,6617,1917,560,24410,20507,44227,571639,1779,157,389,258,167,257,393,3317,3897,2330,1247,1966,2354,3128,2203,125745,63822
1001,2180813,929754,9142,18259,899,664,12528,11933,1166893,2817,313,434,520,307,261,554,4080,5675,3495,2409,2940,347,4114,2475,239735,130151
1011,1680774,878692,415,15150,899,748,21941,20924,715607,2157,215,378,327,165,170,387,4147,5185,2207,848,3430,349,4469,1964,185886,79887
1109,1213760,531910,7322,15062,504,353,11636,10032,614909,2042,216,305,310,89,140,406,2455,4268,3565,831,2184,295,3485,1441,133582,68673
1041,1351607,483937,15692,2158,449,3296,11958,15700,788016,2833,252,423,394,301,244,815,4564,6453,4213,1138,1990,853,4448,1480,147801,88056
1031,5308790,1538105,45691,52468,3334,52667,76454,165207,3285944,9712,845,1935,1571,1037,1051,2356,6914,14560,13798,5282,6696,2912,13620,6631,590566,366795
1045,8620647,3239968,46029,69638,6268,72012,118205,198927,4754662,12783,1357,2416,2238,1502,1459,2535,6714,18768,16229,6469,12234,4126,18490,7618,957073,530592
1087,6558269,2257296,18766,127345,2206,42980,76579,152679,3808087,8162,558,1093,818,797,785,947,4597,13041,11375,4206,7059,2063,11391,5439,730214,424369
1101,16443498,8705748,67593,146193,12769,48239,197811,216450,6910250,12799,1119,2988,2416,2052,1405,1802,12676,22130,15641,7322,20510,4771,20721,10093,1824525,770070
1067,2604932,1278606,7134,13308,1147,20091,31823,44055,1173174,3203,384,585,478,368,359,614,3166,6338,3863,1745,4534,2253,4404,3300,287688,130927
1051,2676463,512353,7907,7864,626,3662,18483,29125,2050822,4717,516,826,878,555,419,817,6866,8407,5194,1734,1510,1158,7305,4719,294864,228701
1039,1143238,231684,13292,2691,6769,11915,1079,20547,826316,3194,238,442,413,371,224,970,2891,5675,4273,1604,1617,1469,3890,1674,124437,92363
1013,630352,319726,953,1101,310,1560,11410,7403,273707,990,111,177,135,112,77,268,1719,3515,1152,812,1267,627,2311,909,69017,30587
1085,362817,234955,441,51,282,223,2,9,118309,270,65,27,22,30,26,80,2874,3255,396,90,867,63,349,131,39604,13187
1099,2320649,804536,34912,21119,911,16231,26902,20206,1344602,4167,382,569,519,370,410,979,5947,9763,6003,3755,3372,2397,7311,5286,253326,150108
1035,1386376,536583,32276,4129,6975,9310,8952,17361,741423,2850,289,412,384,254,155,884,3278,5344,3491,1987,2699,1189,3563,2588,151815,82870
1201,125238,47519,8,13,56,26,0,9,75809,111,20,0,9,23,20,20,617,596,112,28,108,0,124,10,13768,8441
1111,796797,200754,8872,632,139,15880,7231,23809,517000,2032,237,382,213,181,215,567,3101,4173,2823,1192,927,1670,3227,1540,87313,57803
1029,648332,56419,7634,158,102,11972,9242,28605,516703,1873,199,321,211,194,218,469,2628,2864,2686,574,331,485,3289,1155,72130,57738
1097,26451643,9434054,141857,397080,16085,139590,351377,447631,15234539,32323,3108,5512,5202,4550,3763,4577,19012,47157,42682,16782,27470,10783,47568,18941,2930883,1698391
1069,4747805,1737749,22918,24480,3071,26474,62187,71064,2730076,7437,853,1205,1185,845,765,1319,5472,11602,9157,2474,6270,2773,12589,5840,523990,304695
1061,3134916,882320,27979,12895,808,21936,33752,47131,2054617,5947,567,912,982,634,650,1123,5093,10199,8137,1806,2743,2224,9338,3123,344740,229367
1025,1467532,522900,8125,9071,531,12432,20098,37448,827016,2626,303,520,379,247,197,598,4688,6047,3110,1896,2204,712,4186,2198,162532,92360
1053,2822568,622960,38881,15770,7149,13823,26020,38841,2017663,4892,575,971,799,630,319,993,2903,6761,6218,2333,2683,1940,6444,3000,311741,225042
1131,400828,228780,63,118,191,387,7118,0,154000,595,83,112,54,65,25,159,1873,3832,481,167,1127,160,1232,206,43511,17212
1003,8211244,921841,58236,71479,1540,50690,100310,174130,6723302,13114,1437,2400,2017,1859,1287,2132,11323,18802,16703,5618,2927,4626,17425,8046,913501,749234
1129,156210,49349,9722,25,45,574,5547,1801,79300,426,66,63,25,26,35,194,2978,2607,750,220,344,190,1032,891,16545,8876
1047,2910175,1507042,11960,21104,5944,5610,36242,17150,1273513,2911,264,353,417,344,384,445,3101,5989,3778,1995,4936,1005,4162,1526,320735,142013
1091,821466,467674,163,207,441,10183,17729,11006,295500,1092,129,220,128,174,83,296,3983,4023,903,361,2182,576,3059,1354,89574,33023
1081,7572841,1943726,40236,109235,2103,62943,67817,173550,5088906,10991,692,1670,1286,1084,1086,1316,5091,15284,14569,3251,5819,3499,13731,4956,842262,567199
47125,10260580,2215698,40340,107275,19817,251814,311294,487493,6720694,13813,1123,2935,2337,2111,2200,2129,8342,17471,16451,4896,6418,3545,17967,4417,1146559,749184
47147,5295125,521116,8227,40255,1102,58396,95911,148735,4344252,9215,936,1697,1297,1252,1254,1461,8310,13550,10559,3993,1875,2787,15123,3822,588623,484293
47041,1431593,56486,5520,6805,140,12261,27408,36665,1253752,3810,373,600,440,536,334,853,4600,5668,4921,1580,437,821,5617,1966,157301,139983
47159,2402967,271780,5598,20515,567,35257,18137,76585,1933176,4515,519,763,577,598,561,818,5914,6935,5983,2519,1029,1542,6402,2677,267326,215610
47189,9474587,1200423,52143,92814,6988,158659,93033,373682,7398133,13180,1518,2757,2119,2103,1823,1797,6249,17152,15978,6007,3615,3773,15650,4991,1061398,824288
47037,76835248,17270516,355283,1666547,58067,1776194,1528260,3383149,50141469,89514,9335,19393,15709,13945,14374,10916,28742,106950,104856,34951,47485,24065,104325,31203,8612802,5586237
47149,13523556,1645004,68553,159391,9398,288005,206545,520229,10481118,20140,1813,3601,2863,2618,2843,2844,11257,25412,24324,6012,5092,4740,25557,6197,1507137,1167925
47187,11087248,1414709,35006,239935,1388,165141,158122,427507,8531652,14915,1687,3581,2665,2192,1894,2022,9558,21123,16055,5938,3427,4030,18328,6373,1245967,950425
47021,3724367,288788,3513,28529,1075,37273,78343,108977,3125616,6172,522,1032,912,898,654,1049,6106,9920,6620,3234,837,2156,8645,3496,415737,348348
47015,3079605,176032,16729,31548,442,88313,34932,129145,2548918,6822,648,1203,872,930,887,1196,4727,9571,8131,4049,1171,2435,7827,3077,340592,284376
47003,10069834,1365908,56344,204148,8498,158851,152555,436134,7554687,17277,1638,2938,2520,2472,2321,2716,8786,22864,21641,7888,5725,5015,22187,6721,1130628,842426
47031,2778632,178147,39346,55384,493,22371,33393,62469,2332589,6293,657,937,770,756,633,1314,4935,9455,8489,5149,719,2856,8808,2669,305358,260279
47117,4422639,810418,5723,15550,1182,123158,51450,219594,3137607,7148,688,1703,1147,980,986,1136,5953,10343,8438,1910,2412,2277,9668,3168,493138,349925
47111,788062,6535,5220,157,108,17561,8781,29128,699209,2116,169,391,327,259,259,428,2488,3432,2938,386,171,2020,3722,2257,86060,78085
47165,8533569,707308,62539,86000,10385,105765,125504,175592,7163687,13185,1371,2292,2097,1760,1789,1764,6203,16693,15999,3849,3049,3902,18484,4352,943519,798246
47169,2151650,269266,3903,21067,545,39149,19324,74175,1694681,3676,417,603,503,537,538,670,2614,4699,4243,2140,1003,1370,4873,1654,240238,188968
47161,548014,12232,2345,5539,105,735,16051,1022,493602,1573,116,207,209,173,159,412,3177,2709,1632,1288,134,490,3213,891,59367,55117
47043,2208041,142273,4001,11786,477,10092,36132,50246,1914409,4555,440,618,593,483,577,747,4918,7308,4817,1999,465,766,7087,3252,245287,213505
47081,2240569,129443,4632,13385,505,12659,35164,50320,1951315,5290,538,773,658,552,615,991,6581,6052,6201,2276,590,1431,7305,3293,248295,217746
47101,1845013,92931,10884,8454,264,2768,12814,28650,1650651,4988,424,637,744,643,527,937,3013,6309,6266,2171,611,850,7031,2446,203002,184306
47135,646893,13938,1491,141,93,3170,3729,11710,595621,2048,208,274,216,263,215,475,2297,3361,2390,484,234,989,2512,1034,71152,66544
47055,2510812,275627,23684,8756,474,16205,27453,33991,2071865,5791,515,826,934,660,569,1124,6519,10470,8319,1986,1045,1805,8938,3256,274565,231242
47103,1129691,147288,254,4477,215,10181,11172,23251,909708,2678,269,409,403,287,239,634,4610,3593,2654,1322,636,923,3144,1344,125025,101566
47083,746169,38973,3005,4404,1259,4060,16570,7413,649704,2078,146,302,251,193,202,557,3323,3260,2502,1043,390,966,3956,1612,81234,72552
47085,701909,38411,2284,3193,1225,4067,10954,10115,611204,1958,174,276,264,159,172,524,2497,2951,2678,1370,367,973,3886,2207,76555,68260
47010,1827351,330814,2809,15985,267,47085,26883,125416,1260674,2220,228,638,377,314,279,320,846,2607,2681,1655,874,849,2576,954,208718,140451
47018,1901695,330836,2809,15996,277,47121,26893,125422,1333582,2360,247,656,407,323,279,355,1460,2755,2835,1673,874,849,2716,970,216886,148575
47113,9053491,2868767,34816,172065,5227,106008,72457,227806,5485335,10074,1139,2191,1717,1506,1178,1293,5507,13406,11973,5081,7180,2707,12091,3967,1008694,611142
47119,4544091,887579,10216,15531,1205,124996,53600,209407,3182122,7197,701,1686,1148,961,966,1109,5914,10660,9014,1895,2656,2570,10086,2872,505126,354867
47181,1177775,21674,6328,8310,111,5583,7226,17235,1082123,3465,213,464,568,431,340,739,3792,5186,4179,1955,263,1183,4857,1550,128981,120858
47061,2094001,102966,5461,20881,363,77735,27114,103556,1713328,5036,437,881,658,585,749,1017,5287,7164,5601,3665,909,1474,6655,2479,230838,191247
47153,2602814,84524,5580,14840,522,77480,16366,100328,2258051,6142,489,1142,796,830,702,1207,2892,7756,6730,2940,733,2530,7043,3191,286398,251993
47177,2284261,96961,5521,21404,386,86036,36873,118493,1876336,5547,524,975,713,645,788,1042,2925,7312,6286,3243,946,1825,7212,2268,252409,209465
47127,2695398,302657,27005,18587,4130,73346,33880,253621,1941191,5354,545,1016,824,705,740,1094,3148,7079,6669,2524,1550,1494,6380,1859,313086,216630
47087,3829542,69601,10017,72909,7034,77397,39208,134612,3349940,9505,582,1588,1289,1048,1095,1647,3993,11324,11145,4057,1497,4125,11332,4597,423472,373901
47027,263250,3164,2061,1336,17,3602,6016,7804,226900,989,88,171,124,106,98,258,1893,1640,1245,630,117,1557,1916,1518,28057,25388
47307,159805,0,3107,19,3,7,1305,6314,145100,217,29,109,33,31,9,28,901,177,812,26,3,0,602,973,18118,16160
47065,23865609,5384854,59538,359415,19901,218238,249847,473312,16843471,33732,2855,5878,5429,4782,4004,4767,15721,43262,39989,12362,17055,10565,41550,15082,2643396,1877438
47107,1903687,126632,20322,11326,301,25088,23864,51300,1603937,4966,497,858,656,522,541,1109,4102,7732,6523,1574,654,1361,7213,2609,210066,179104
47051,2368171,167263,24102,36062,496,14182,34540,40743,2002120,5482,501,789,720,636,543,1192,5113,8601,6901,4112,773,2464,7582,3254,259628,223404
47139,4164019,268310,17534,44943,816,64900,82966,146257,3475380,8846,758,1466,1205,1050,1129,1356,5771,10014,11032,2808,1355,1441,11781,2901,462786,387732
47121,384167,3920,376,73,18,5043,4522,10325,348110,1160,90,184,155,139,97,325,2009,2035,1179,379,53,668,2074,1233,42148,38880
47011,4084676,270023,16169,44950,844,69924,78359,144350,3402985,8287,653,1415,1200,985,1100,1108,3062,9557,10272,2518,1330,1986,10410,3189,453409,379601
47039,5718604,425750,30509,81874,4213,53349,97669,119354,4834493,10465,965,1569,1372,1526,1140,1414,3747,12583,13006,3349,1998,2519,12706,3034,633373,538956
47007,2903742,39938,3410,21281,505,25289,17085,62062,2680567,7447,569,1155,991,902,657,1569,2873,9204,7809,3627,361,3063,9345,4033,320680,299174
47143,917188,31625,226,3021,117,10069,9031,10020,833113,2533,199,322,377,246,318,508,2169,3304,2478,1001,198,1264,3549,1500,99797,93022
47123,4089501,92718,10326,26104,691,31077,49914,92121,3717021,9608,844,1517,1465,1191,938,1666,5001,12464,10400,3754,857,1890,12545,5389,450361,414713
47115,4222308,262454,20836,38707,4780,9450,26373,35328,3766682,7834,456,1240,1313,959,594,1127,4667,11116,10078,2972,1408,2017,8886,3031,464065,419856
47071,834576,36444,5407,144,2928,4640,11262,20713,729721,2345,206,292,400,213,239,546,3896,3811,3758,594,863,889,2809,2456,91991,81494
47019,4698379,217526,13880,19290,2767,44055,32941,110045,4185835,11350,860,1683,1443,1369,1461,2100,3277,13191,12382,3267,1732,1852,12393,3680,521082,467136
47179,7056420,425548,27429,52623,3064,94746,76329,143050,6136074,14719,1041,2369,1978,1713,1860,2321,5427,17390,17973,4050,2237,3320,16835,4324,779880,684379
47059,1948939,75005,8126,7618,181,20196,15219,41069,1739230,5642,508,989,616,667,566,1336,3810,7285,6191,2104,566,1680,6770,3565,214356,194267
47163,8231185,307727,23923,31413,5757,45048,95959,77693,7510834,19824,1636,3286,2800,2030,1932,3363,6591,25903,22779,5199,2453,3582,24732,6721,903662,838097
47091,348591,132,102,39,30,3719,15,6800,327705,1348,95,107,151,146,142,450,1701,1381,1136,416,80,834,1447,615,38103,36640
47073,2103707,78816,9653,4081,230,13420,12823,17561,1923424,6341,583,888,777,760,688,1471,3708,8199,7034,1833,662,1280,7430,2045,229488,214871
47171,1823794,14501,472,6917,282,17493,16613,36332,1695648,5399,359,760,726,608,691,1232,2238,6186,5175,1823,420,1261,6481,2177,200798,189377
47173,1260204,6204,8855,263,125,16318,11080,27145,1161544,3633,298,499,504,446,398,688,3504,4145,5141,755,246,1444,4871,2098,138265,129704
47093,32543088,3238494,133228,616881,16553,333434,438688,664060,26699183,59095,4938,9091,8436,7813,7132,7885,18402,72809,72082,20037,13731,12733,69528,18855,3604499,2976866
47009,3735551,186917,4170,67590,1132,38368,45304,72105,3257044,8017,777,1240,1391,994,954,1117,5361,10333,9604,3190,1369,2771,11513,4290,412080,363355
47001,9220279,495662,33007,262866,1654,64171,126937,131051,7985814,17914,1678,2484,2624,2467,2035,2371,5787,21797,21146,6141,2337,4048,21014,5274,1017148,890458
47057,630960,1788,170,2516,56,8156,10220,12710,575400,2155,207,386,282,209,198,527,3037,2513,1989,1289,179,2051,3168,1754,68623,64319
47063,2960490,185883,7233,17077,6130,146994,20019,283817,2244887,6282,464,1588,1253,807,1063,1064,3209,9151,7697,2053,1701,1435,7768,2915,338375,250596
47029,1818170,82355,5722,6839,2142,11339,22549,19595,1626915,5408,537,804,603,583,612,1150,2866,7353,5857,2202,1048,2035,6704,2952,198522,181755
47013,1625669,4643,10567,13560,1378,139,26536,24237,1504167,5271,332,617,551,509,593,1152,3735,6270,6889,3286,632,459,8032,2114,178552,168032
47017,1001349,109446,2404,229,148,6176,11653,39830,804707,2562,250,461,379,251,204,502,5177,5672,3172,588,494,1059,4096,1889,111774,89861
47025,842304,19863,3071,1570,115,3031,16824,6520,769104,2781,187,269,367,336,278,684,2294,4109,3388,1029,250,581,4314,1339,91649,85943
47129,1510232,62978,6083,8432,196,2913,6601,16236,1373007,4530,324,614,578,509,400,1089,4556,5565,4716,2150,469,928,5553,1805,165814,153360
47155,3561898,28956,16882,26996,706,36554,55704,66245,3275976,7242,554,1195,1199,983,720,1207,4254,8417,8414,3340,395,2660,9709,3590,391531,365275
47035,2279212,49589,6487,19886,335,31943,11206,97686,2019155,6190,537,1026,761,846,601,1298,2184,7882,6929,3153,507,1458,7253,2300,254992,225463
47089,2713902,123978,9947,2773,579,55897,36211,144120,2290477,6360,569,1285,958,639,776,1227,4115,8633,7929,1980,887,1986,8811,3765,304812,255646
47049,646576,4634,122,142,87,21147,15030,52511,535413,1942,210,396,305,257,222,342,2844,2389,2000,499,247,1042,3407,1388,72877,59842
47067,466824,10340,1309,1268,89,4,7408,8100,423907,1680,158,202,186,164,156,478,1751,2143,1909,1088,157,122,2909,1296,51294,47397
47151,630468,180,5193,1596,69,4954,7044,4922,587817,2020,197,234,212,225,227,489,3369,2123,3232,726,176,928,3398,1137,68261,65666
47105,2307225,47798,921,15161,897,18447,42706,78676,2063480,5257,532,946,754,782,596,902,2974,6471,5647,1592,803,1090,7287,3506,257160,230233
47145,2604693,86687,4617,8637,376,18468,24853,66545,2349043,6516,601,1165,859,862,704,1321,2771,8937,6563,2467,620,1283,7999,2799,289425,262193
47150,1419011,21675,9595,383,375,3152,12453,17929,1335358,2848,157,457,515,380,256,340,658,3508,3719,358,158,335,3408,994,155657,148878
47166,1419011,21675,9595,383,375,3152,12453,17929,1335358,2848,157,457,515,380,256,340,658,3508,3719,358,158,335,3408,994,155657,148878
47092,446524,345629,60,2157,1727,3651,13600,8500,64900,412,17,47,21,48,116,68,149,619,426,396,1960,671,801,549,49092,7284
47030,6436832,674491,30732,182158,1258,57089,102315,131465,5188501,10807,834,1541,1355,1528,1230,1167,1979,12590,14002,2908,2260,2169,11897,2556,713897,578318
47090,2341025,384258,19820,16866,496,36058,30015,64383,1761089,4380,288,604,533,636,618,595,635,4922,5423,1283,1448,845,4789,1041,260092,196447
47095,605068,73274,7591,8844,104,2026,2730,6114,491930,1219,123,252,151,158,99,317,1303,1687,2105,1391,353,517,1763,1017,66382,54875
47033,530811,76808,127,3759,74,24213,5345,46625,358910,1047,132,255,169,123,166,220,2188,2763,1116,1257,393,1150,2681,1290,59890,40065
47157,69548235,33671290,163101,1534290,59103,1056408,847747,2136887,29603633,52585,5958,12237,9467,8104,7533,6023,20987,66731,65892,24836,78095,19150,68398,29780,7774341,3297807
47167,1883920,534221,12099,5632,440,11769,9801,28933,1249843,2887,273,461,470,299,327,478,3836,6098,4454,1038,1492,1655,5182,2232,206629,139367
47069,830116,391052,159,173,320,2488,10812,2,409626,1263,146,204,162,98,89,322,3545,4068,1184,291,1106,500,2131,375,90773,45738
47075,799285,537400,119,2971,359,9967,3305,19230,216910,646,107,114,100,56,57,140,764,1431,660,567,1640,667,1327,748,88806,24212
47045,2013840,348082,2696,9404,488,5428,25876,24135,1567099,3865,422,683,598,461,324,555,1467,5354,4428,1671,1195,1292,6266,2051,221520,174833
47047,1377277,554200,2452,16013,535,9895,6652,11435,752917,2083,134,396,303,189,201,463,3043,4175,2470,1569,1760,1560,3095,1737,151003,84032
47097,1262398,497387,2430,14572,471,5371,8750,5116,708828,2023,158,395,286,189,115,461,1724,3741,2323,1142,1485,1063,3203,1165,138094,79117
47131,1323177,253777,2583,272,296,11234,11872,59935,959825,2809,343,580,460,377,301,511,2927,4195,3567,582,918,664,3572,1577,148940,107177
47005,429353,12614,9180,100,65,2532,11645,14107,368806,1203,88,195,180,128,162,301,1477,1552,1590,274,125,451,1895,683,47491,41197
47079,1019014,156968,317,11381,2321,10190,10452,13119,791523,2306,213,413,275,274,277,504,2961,3242,2181,1095,858,1939,4049,2156,110972,88370
47183,1634421,194664,12091,54636,301,17725,12497,29250,1284528,3694,250,591,497,432,389,657,2756,5529,5240,1552,791,1030,4362,959,179278,143381
47053,2039058,543833,8125,4368,1158,25443,17943,41346,1359718,3818,486,660,521,418,421,762,3348,6977,4950,1163,2216,1624,6122,3638,223086,151776
47109,602522,59254,1653,140,620,3170,11316,13306,493400,1787,168,292,230,205,162,413,3346,3966,2117,464,620,560,3475,1858,65984,55139
47077,690305,92555,4132,176,181,7000,9555,8407,552638,1582,160,217,180,177,212,278,2656,2936,2076,299,353,908,2628,999,75309,61683
47023,417391,71518,72,98,136,117,8134,27,329909,915,52,58,137,158,84,180,1363,1677,836,169,318,72,1256,105,45633,36817
47099,1783738,97493,10753,3327,257,7654,7299,32272,1584741,4769,370,684,692,563,480,1026,5166,6932,5839,1494,553,1779,5852,3743,196082,176931
47133,3379266,53316,5630,66944,6956,86963,37292,170677,2896636,7802,426,1450,1139,977,843,1193,3612,9353,9151,2211,1293,2599,9642,3161,377019,323225
47141,3648916,84457,8158,65707,7023,84802,39411,178886,3125856,8204,510,1497,1136,1147,892,1300,2858,9850,9952,1979,1333,1452,9618,2888,407536,348766
47185,3269478,79894,7306,65916,6947,64760,33168,120378,2843446,7240,401,1214,967,989,753,1092,2560,8482,8623,1930,1173,882,9536,1821,363768,317214
47137,83117,20,1233,9,3,1803,703,2600,72300,359,48,48,49,33,17,121,1087,377,711,148,37,411,539,461,8939,8096
47175,667320,32807,3809,136,71,65,2026,6030,609121,1891,185,253,236,295,116,457,1302,2343,2238,412,180,131,2457,759,73386,68024
28071,4292206,984866,19590,45397,1125,26395,27281,74092,3055504,7010,566,945,838,736,684,1035,6207,10613,10094,2407,3083,1896,8539,3303,475580,340632
28009,767964,390588,2240,3578,235,6223,9418,10204,327400,1070,156,197,171,98,81,231,2958,4128,1514,743,1311,823,2866,1731,83710,36568
28139,1336420,240937,6361,3735,268,25225,8830,45823,971823,3291,434,628,432,358,391,700,3573,6078,4609,1313,1208,1791,5864,2748,146647,108590
28107,1433356,642988,2494,3305,600,14081,6554,25234,708534,1993,185,260,291,234,135,526,4793,6379,2142,1467,2279,1993,3902,2987,156837,79063
28119,1018921,510844,196,914,422,8491,2436,17914,456835,1168,100,173,163,158,104,322,4313,4691,1078,734,1924,1419,1939,2583,111910,50957
28145,1665948,403129,5933,8247,405,45960,13564,71332,1081540,3281,392,686,538,358,400,709,4900,6287,4361,1980,1556,2128,5178,3084,183269,120767
28033,7205027,1843718,16676,35484,1718,129197,51880,184516,4855399,9622,936,1814,1356,1525,1115,1434,7380,14877,10368,5011,5663,4984,13548,6806,796829,541083
28093,994440,518603,3458,3632,276,8383,8233,13636,420112,1335,170,249,160,81,115,320,2396,3761,1643,894,1724,758,2525,1976,108911,46906
28011,4146560,2781593,8311,10640,2077,17111,11176,33301,1233736,2915,266,403,470,383,359,525,7091,8129,5277,2395,8536,2857,4766,4243,456381,137576
28027,1644885,1228524,325,4158,879,3628,7141,21834,352606,1003,129,157,87,159,134,255,5063,5518,914,1022,4061,1260,2442,3586,181475,39346
28133,3983668,2749615,4572,12274,1860,12914,5735,42662,1104614,2927,357,416,383,391,288,624,6174,7646,4321,3088,8636,3302,4449,6420,438905,123228
28137,1175298,643353,179,3689,409,5162,12272,7423,485529,1433,144,183,164,136,108,394,2205,3269,1277,912,2025,549,3287,1196,128720,54189
28143,723960,403742,112,5759,250,13527,3332,22053,261033,638,41,160,59,89,97,163,2381,2748,625,1043,1275,1509,1277,2047,79435,29107
28038,1004894,107078,40,39,202,38830,9897,42465,795394,1404,119,279,252,241,228,166,781,1920,1447,130,301,775,2201,705,110807,88616
28161,386387,157099,2282,74,124,237,4720,610,209700,726,67,105,115,50,34,195,2750,3208,886,196,578,210,1960,461,41887,23423
28115,4761781,2318367,11686,17732,3856,32193,47423,61271,2213009,5593,629,996,859,689,673,966,4696,9495,7480,2219,6761,3056,8312,3820,524434,246904
28151,4329255,3048434,7179,10811,2098,23935,37738,43485,1115080,2700,253,496,460,252,315,591,4333,5851,3337,2116,8309,2501,6086,2895,477494,124361
28053,1285595,950653,1263,4044,708,8326,5344,16838,278516,899,102,169,120,71,106,301,2504,3406,949,1614,3299,1595,2236,2532,141172,31093
28125,340308,229381,80,8571,188,299,3409,1702,87500,358,50,69,21,31,18,156,1593,2079,236,1863,960,94,906,744,37080,9780
28083,2131816,1583091,3238,14066,1174,882,18537,13139,473723,1413,130,227,186,163,107,330,3824,4079,1674,1006,5275,475,2447,2630,235646,52879
28135,2040898,1319141,489,19922,835,11975,9857,30021,618120,1915,243,325,293,237,122,561,4692,6060,1694,1607,4150,1479,3415,3745,224894,69015
28055,119208,82655,28,30,69,117,300,2,31800,154,13,27,17,9,4,72,1497,1378,105,71,412,42,357,49,12908,3557
28081,3189280,1109533,5943,15359,2927,23319,31578,41666,1907085,5050,458,814,804,642,542,1074,5312,9322,6766,1973,3759,2994,7956,4404,350171,212816
