fips,Total,Cash,0-100,100-150,150-200,200-250,250-300,300-350,350-400,400-450,450-500,500-550,550-600,600-650,650-700,700-750,750-800,800-900,900-1000,1000-1250,1250-1500,1500-2000,2000+,No Cash,Median,Aggregate
28123,2765401,1043186,25476,19482,801,59431,49769,149684,1375183,3765,469,962,699,492,529,747,4175,7689,5873,2793,3227,1679,6462,2828,308585,153485
28095,1320777,536335,2744,283,2594,2896,10127,21539,717730,2325,193,411,288,213,215,672,4051,4699,3014,645,2498,929,3347,3029,144925,80157
28057,1121534,161976,4196,3937,231,16572,6128,31223,865819,2917,212,448,445,325,254,824,4360,4873,3975,1295,752,2507,4164,4101,122489,96715
28114,190585,56739,2922,43,49,57,2504,3010,120313,443,24,68,62,62,44,124,369,684,1121,97,273,79,951,547,20972,13449
28117,774823,119752,5674,4134,112,7514,5525,18825,590616,2211,232,354,228,276,260,568,2777,2975,3256,1454,676,1207,4002,2195,84619,66026
28059,6159596,1389425,70200,100402,1439,71161,64321,130561,4254695,8879,897,1721,1373,1098,1162,1633,4710,11901,14949,4778,3804,4363,11169,4955,681386,474276
28141,565014,19714,3447,100,62,11614,3531,23321,485109,1778,148,280,273,152,237,503,2625,2558,2428,553,148,1065,2748,2620,62169,54213
28003,1277484,243061,6429,7600,170,13981,6544,21024,954017,3034,277,476,459,290,317,609,1641,3644,4059,1696,944,1001,3951,2260,139897,106549
28013,703739,272621,2280,1040,219,9625,2113,16616,379000,1465,204,249,192,156,128,402,4225,4024,1526,949,1071,1596,2143,1895,77396,42361
28017,754743,320729,1952,137,2308,32382,2217,41911,335316,1184,103,271,169,191,249,364,2263,3174,1995,408,1663,1929,1755,2073,82560,37469
28015,3209782,2079960,3426,30444,1573,6742,26089,13950,1009930,2939,274,479,409,373,255,684,5060,6749,2992,2121,6771,1093,4710,2759,353548,112740
28043,1106145,591190,258,17165,408,5963,7542,10817,456712,1325,178,203,218,190,85,330,2568,3053,1158,808,1804,781,2105,1284,121946,50987
28097,1366508,746075,272,17195,543,12191,7558,16921,547812,1530,202,270,222,212,158,338,2184,3037,1394,826,2348,1198,2369,1653,150581,61152
28155,823503,400910,196,1077,346,11420,305,13607,380005,1384,210,233,115,141,118,367,2512,3401,1232,887,1478,655,1766,1138,90165,42468
28051,464475,388592,43,714,317,482,2,1700,62602,312,49,38,20,18,10,138,3265,2074,187,729,1638,139,487,919,50937,7004
28001,4935650,2948950,9896,27009,2181,21598,56496,31298,1792264,4543,525,775,550,535,475,808,2167,6388,5668,2630,8902,1863,6860,3269,543937,199957
28163,1082865,773690,1209,2167,587,5697,5436,11031,263520,846,105,126,100,61,96,284,5424,3044,871,1307,2765,831,1875,1793,119195,29418
28049,17293624,11470419,57030,152510,9317,55952,107978,131930,5175300,9869,1157,1892,1610,1381,1056,1262,9767,18347,15532,8778,26869,7032,18581,10055,1909860,576743
28121,4894070,903250,16507,50212,1012,40544,32835,111552,3674530,7757,677,1570,1413,1035,829,1155,4788,12127,9119,4524,2622,1720,10966,3326,542595,409670
28129,2475159,654973,19049,14260,550,55324,54784,152003,1479232,4036,451,1052,682,575,461,964,5602,7306,4722,3240,2523,1750,8602,3018,275935,165067
28127,1113940,284335,299,1301,281,15539,6929,17225,764323,2218,235,377,285,251,218,536,3779,4778,1969,1099,1128,970,4390,1475,121480,85323
28007,929838,451167,9178,10107,387,18265,8960,43826,367021,1329,170,252,191,110,186,439,4150,4122,1471,1888,1812,1081,2301,1425,102929,41007
28079,1536157,623365,84344,22670,554,22045,25961,49958,676453,2538,312,436,368,223,294,817,3340,5212,4078,2753,2394,1797,3858,2387,169034,75591
28089,8830293,5158782,20031,68856,3159,28685,32418,86512,3367402,5581,530,957,1034,918,730,902,5661,8958,7019,3784,12680,2633,8370,4691,977850,375078
28099,1500657,573044,82642,22667,496,24725,25976,47868,693453,2646,302,449,361,239,305,895,2941,4935,3433,2825,2246,2330,3959,1920,165166,77496
28101,539820,204639,12337,3177,168,3912,2160,7232,287404,1100,86,125,169,127,99,358,3713,4264,1684,910,886,1157,1746,2367,58596,32125
28029,717029,414415,3140,6120,336,2920,5314,4416,266100,893,98,165,71,75,83,306,1815,2649,1405,1192,1559,901,2006,1050,78251,29718
28063,1669164,1042810,1402,14006,837,6261,17669,6815,559012,1609,124,262,161,158,188,381,2018,3399,1622,1625,3531,1450,2536,1288,183097,62389
28085,1453446,680871,4362,3113,2937,16098,22840,20468,673407,2513,205,323,201,228,172,861,4459,5158,2646,1607,2938,1365,4283,2391,158581,75222
28021,300220,243661,1269,42,200,3403,311,4003,40500,159,12,44,13,0,19,85,1246,1679,702,97,878,781,359,757,32669,4521
28159,1626243,743896,78823,14212,604,14307,29940,36664,680959,2334,295,427,318,239,216,699,2807,4630,2851,1511,2805,1906,3925,1875,180006,76063
28019,204553,86646,25,33,112,2250,711,3700,104309,404,24,47,49,54,18,146,1529,1437,294,165,313,629,761,897,22248,11652
28031,4025970,1691895,15885,44875,1340,30984,50097,80665,2060500,5454,410,784,718,580,531,1100,3372,7939,7164,1732,4932,1888,8827,4298,444924,229892
28065,377803,175498,1706,1669,160,2591,4805,4709,173902,655,47,85,65,46,44,242,2687,2770,1062,1021,746,519,1689,1085,40858,19427
28077,1231549,534262,5935,4710,2809,15957,24939,22063,593007,2081,196,268,184,196,155,660,3870,4858,2934,2156,2452,1282,4113,2462,134136,66230
28149,1772503,917200,5368,4288,575,5126,21905,12049,790529,1662,289,285,236,201,153,220,535,2507,2395,863,2270,374,2479,994,195844,88146
28008,3460859,773009,4593,35041,528,461,19403,10349,2594272,3751,271,434,679,728,438,426,800,4187,4426,751,1359,39,3992,922,382819,288863
28067,5149143,2167048,23515,53708,2376,89755,46482,151421,2549149,6715,485,1178,926,850,723,1246,4786,10223,8553,3209,6732,4263,9782,6018,569152,284405
28132,49616,18921,4214,4,8,8,5,2100,21800,84,19,17,19,7,12,18,367,395,931,20,81,19,86,481,5263,2438
28023,2325405,1209133,9050,8934,1052,3284,34191,12648,1015372,2950,222,504,426,338,297,620,3785,6116,3264,1422,4055,900,5050,1792,255672,113341
28075,2954927,1215294,3502,9508,1067,13400,37071,24692,1613669,3976,326,782,604,413,349,773,3880,6376,4286,1828,3792,1933,5204,2202,325146,179975
28153,1799987,839588,9777,11882,1392,54517,8494,70665,778151,2195,180,491,348,332,272,410,2532,4294,2968,2150,3286,977,3849,1237,198202,86845
28069,929291,310462,76523,12647,287,10367,17522,11154,467732,1780,216,289,230,154,197,616,3741,4146,2882,1131,1418,1849,2316,1632,101140,52264
28103,279045,196785,3064,62,106,2941,1020,10,68500,268,41,52,26,26,36,101,1713,1419,502,96,936,636,557,148,30397,7656
28061,1596735,734776,9336,8327,498,55071,10894,75467,675356,1918,138,440,290,320,227,390,4448,4942,2432,1181,2639,1572,3724,2349,175787,75366
28041,537822,99732,3538,1199,923,3957,1013,9139,402317,1390,136,192,181,151,101,456,2436,3343,2537,1167,729,458,2018,709,58764,44939
28035,6510188,2069237,12035,90984,1787,58980,55686,102436,4050494,9382,710,1290,1315,1007,951,1592,3919,11984,10415,2480,5555,2996,11022,3931,720290,451667
28073,2562035,520041,517,46221,541,18284,20232,27444,1898680,4114,381,506,653,454,398,656,1994,5568,4168,1057,1253,1918,4647,2308,282235,211659
28091,1058151,423485,4504,8215,10544,3578,3625,8416,568926,2241,153,258,291,197,125,796,3613,5186,2519,2295,2991,1051,3037,2105,114776,63579
28111,701529,112115,2039,673,947,16845,3380,19360,530126,1559,129,321,158,141,135,368,2441,3211,2121,943,736,666,2132,983,77560,59171
28045,3192259,505153,44911,26076,771,20985,41603,63042,2438040,6167,513,1000,805,676,577,1256,4062,9599,8381,3459,1705,1557,8457,3464,352727,271931
28109,1396408,303263,15454,1645,388,3382,24392,15751,1007864,3020,243,513,328,282,246,791,1763,4443,3944,1281,1054,822,4061,1478,153428,112493
28039,332473,35984,1596,569,63,3881,6,7931,275416,838,95,113,121,92,77,266,463,1226,1455,413,165,370,860,473,36626,30750
28131,694615,143661,160,120,216,232,12,46,538704,1550,65,195,192,134,177,438,2429,2213,1305,373,524,108,1591,170,76062,60115
28113,1697209,805260,11361,11260,819,4527,9543,17116,807632,2587,213,360,271,197,195,788,3558,4876,4305,2384,2882,1161,3797,2117,185599,90164
28147,464562,205092,2882,2831,211,974,9,1010,238508,1007,89,99,59,103,19,435,2484,3295,1793,786,836,487,1086,467,50346,26659
28047,14602502,3824786,73590,292434,15337,178553,244100,419326,9401708,20340,1769,3673,3019,2743,2510,3642,6688,25173,24695,8994,11717,5828,24337,7540,1623845,1048088
28037,110164,39408,440,3927,44,97,9,4,61000,273,16,37,13,6,11,120,1987,1163,376,597,250,31,281,74,11852,6816
28005,497048,259263,893,4015,212,3671,3005,5210,205202,989,53,119,50,63,46,480,2987,3344,1401,965,1195,726,1763,1396,53805,22943
28157,140765,96240,14,20,83,245,0,1900,37904,254,34,25,6,6,9,141,929,1166,124,172,588,72,316,517,15432,4245
28087,2849413,1405676,6963,25130,1195,17251,37491,32234,1288948,3515,286,545,472,443,271,798,3270,6379,3676,2026,4138,1494,5304,1908,313866,143801
28025,679598,412679,1013,162,337,190,1918,8006,246510,717,64,191,86,74,44,150,1255,1905,859,149,1309,118,1105,757,75445,27521
28105,3265064,689032,5797,123809,859,39594,20438,52695,2300457,4819,232,560,458,429,346,540,1544,6200,6612,1146,2235,798,5408,1056,360383,256343
21073,4392454,556951,18084,29310,876,27972,42878,59835,3601177,8255,773,1445,1277,1030,896,1117,3093,9745,10075,1511,1733,2097,9652,2672,484782,401632
21211,7182599,953726,22478,134905,1354,157768,68319,246717,5513054,11279,1085,2328,1945,1595,1541,1620,6326,14239,12923,4779,2757,3608,13932,4321,796651,614576
21179,1469986,226892,10237,42072,294,13399,6792,26418,1113252,3029,234,451,464,403,340,475,3947,4717,4829,3012,791,1656,4045,2237,161616,124245
21041,750399,11869,3948,7808,4626,1979,7776,24829,668423,2002,227,407,241,265,168,370,3166,2844,2465,1444,576,608,2621,1737,84036,74631
21103,4504547,544652,15452,32198,959,48478,40319,82941,3673990,8635,768,1435,1362,1105,936,1319,6143,11136,10111,2308,1722,3711,10480,4387,496348,409763
21223,266154,3775,342,2974,54,1304,16,3812,246900,740,66,117,73,72,88,193,1750,931,881,665,37,271,769,324,29224,27558
21215,2103487,190656,13250,18776,450,111720,18125,138294,1578415,3920,401,883,602,561,647,738,4291,5006,5287,3097,902,1259,4861,1346,233105,176090
21229,1493936,179587,2279,41605,327,21453,15302,41560,1159709,3442,279,625,508,365,389,634,3138,5141,3773,4829,916,1712,4356,2007,164248,129487
21045,1121863,15753,8219,26769,154,1659,6831,16511,1013419,3748,305,509,439,355,312,1009,5375,4672,4307,2774,313,580,5468,2382,122971,113250
21155,1436734,187674,6025,33020,223,28958,2451,41553,1102515,3634,281,541,482,386,487,783,3935,5085,4114,4468,1022,2284,4334,2479,157473,123165
21217,1034000,72368,5992,6668,73,14191,5222,23347,883815,3056,239,361,392,348,374,689,1938,3776,3478,1240,607,676,3805,1345,113500,98752
21185,4342327,457593,11716,107863,747,137450,40656,208602,3317153,6290,715,1385,1161,931,1090,950,6440,9745,7659,4340,1384,3654,9094,5709,483192,369683
21101,4637320,441479,9061,27563,14938,28532,27194,57549,3965630,9960,826,1558,1750,1345,1159,1129,4084,11679,10986,2293,2558,1918,11385,2744,511312,442502
21029,6691199,491219,20978,110392,1283,77315,120720,162954,5619762,11825,895,2289,2072,1730,1287,1762,6103,15221,14918,4024,1444,3508,15020,4478,740830,626507
21111,51964392,13080115,149496,917168,57638,405532,1015541,1189132,34630394,70099,6466,13998,11975,9822,8215,7820,22166,86238,85158,24784,40108,20204,85819,26504,5776799,3860242
21005,765981,31322,214,6376,233,111,1915,15,713419,1621,148,325,256,168,103,273,2373,2178,1539,1018,74,19,2098,183,83878,79560
21093,5179253,864459,26234,119796,8343,45154,84349,143731,3800455,10545,860,2328,1497,1340,1120,2529,7017,14227,12249,6969,4175,3687,12862,5327,573046,424126
21123,1231094,75707,9139,6679,133,15618,6372,29156,1059222,3567,331,480,424,390,434,796,3497,4981,4418,1396,607,1176,4516,2055,135277,118333
21019,2659500,213395,16719,31721,504,116008,34144,149094,2055576,5645,593,998,793,694,852,1127,1953,7021,7247,4779,1201,1174,6483,1779,293949,229418
21167,850178,54509,2169,16294,184,8669,15263,22842,712407,2029,186,398,309,222,197,344,2215,3073,2270,2004,371,558,2827,838,93622,79528
21163,2608848,433159,23066,15720,1347,26676,17318,43181,2001912,4859,588,911,693,619,532,695,4035,7141,7320,3296,1790,3178,6304,4508,286491,223334
21027,912535,40551,2418,144,100,2050,4234,23007,812925,2830,264,422,291,297,285,671,5109,5837,3237,666,286,483,4098,2330,101006,90824
21085,676142,17937,887,130,69,3415,616,11700,624314,2102,215,381,232,196,226,433,2064,3639,2464,419,162,477,2585,1479,74303,69755
21183,569608,9770,180,62,45,3854,4417,5512,528200,1885,184,215,226,144,164,570,5517,2406,1694,545,135,420,2768,695,62064,59008
21011,3576887,403289,20701,37095,7099,20493,55960,55338,2925249,7347,744,1049,1237,880,696,1080,2969,8897,8215,1653,1903,2807,8679,3507,395064,326355
21017,5631046,964911,25104,51943,1462,92069,97745,164493,4156197,10428,1026,2056,1710,1362,1101,1694,4141,13447,12237,3779,3116,3716,13122,4187,623060,463677
21181,1247101,100330,1307,230,271,32853,20400,40474,1026632,3324,312,517,488,398,332,687,1871,4327,3539,808,659,1538,4109,1695,136205,114660
21065,2030139,36803,10993,5143,274,9189,24121,23781,1877565,5745,559,714,645,582,491,1223,2896,6794,6789,2051,423,1577,9057,2724,221809,209622
21197,417834,3724,124,99,83,534,3128,2211,398411,1223,96,137,129,134,112,277,857,1714,1228,260,92,363,2455,443,45577,44481
21205,1010906,8365,2390,16950,164,3872,12983,3827,940434,2999,228,282,189,331,347,719,1279,3790,3268,2008,212,790,4420,1059,109882,104999
21165,200190,58,33,26,39,0,22,3603,188900,827,78,83,65,56,55,289,1853,869,711,286,36,84,887,1330,22001,21121
21067,25317052,3695278,74090,692759,15842,357983,407912,840808,18971363,38225,3468,7226,6161,5470,4688,4621,11609,46850,45985,12514,12065,7676,44674,9785,2827321,2114585
21209,3783882,814630,21011,32019,980,86843,68934,149614,2558537,6424,643,1412,1019,788,746,1147,3233,8136,8077,2750,2475,2725,8744,2995,419761,285425
21021,3807512,285933,37227,54475,769,52529,42280,105657,3162805,8428,874,1414,1270,1001,945,1427,4393,11695,11318,4737,1462,2392,10592,3889,420336,352975
21173,2592245,172569,8000,20145,631,6419,29804,24516,2290659,5872,584,935,906,671,599,908,2123,6919,6879,1337,820,1559,6899,2491,285525,255588
21109,1603946,33068,10157,5009,189,8655,20191,22363,1471256,4550,463,601,495,438,388,981,2578,5105,5177,1800,323,1228,6186,2745,175423,164268
21129,1064799,1028,4328,8137,50,3298,8720,14718,993217,4271,297,489,308,357,333,1244,2064,4573,4463,2580,358,1149,6315,2502,115872,111061
21113,4502402,235806,9928,57385,7324,40849,60745,84423,3951171,7899,724,1481,1189,1178,878,752,3042,10308,9355,2869,2004,1455,8993,2644,499499,440419
21239,1406405,91067,5108,10548,2287,12347,16828,51404,1195005,2870,320,471,376,399,430,433,1565,4344,3550,828,883,599,3214,1529,158633,133293
21049,7470088,705616,8528,249873,1510,60651,77565,127968,6161655,11798,1235,2110,1920,1506,1419,1485,2726,14229,13226,3344,1989,2846,13503,3386,827264,686720
21187,210583,3156,7251,1356,19,1027,920,1010,187810,646,60,109,65,66,80,140,1676,907,1341,573,72,552,1148,599,22657,20983
21097,778251,29570,195,3341,121,26914,8715,9065,685005,1893,204,364,236,216,237,299,1343,2283,1903,1044,203,781,3074,1245,84808,76465
21151,4915681,288609,20458,63251,719,12752,81837,39921,4337916,11387,1079,1658,1535,1140,1014,1720,2129,13141,13404,3172,1420,1356,13100,2963,540873,484029
21094,1696185,127659,6174,19923,473,3534,19325,13188,1483653,3533,298,603,620,454,322,494,569,4134,4239,951,531,733,3947,828,186886,165492
21051,1067253,14672,201,7549,90,47,16631,11215,991016,3819,258,422,436,347,357,1029,1726,4730,3509,1416,340,195,5311,1937,115913,110771
21079,1795509,77452,21446,23781,317,17271,19538,34568,1567778,4201,486,590,598,497,388,762,1859,5530,6028,2410,486,1220,5339,2964,197954,174967
21203,1402442,32947,13085,4957,190,13321,19700,20767,1266954,4004,430,517,446,358,389,927,1818,4573,4859,1724,342,1812,5603,2719,152897,141474
21137,1072375,45070,11477,18893,162,14805,6458,23322,923937,3164,255,462,373,314,292,886,3219,4456,4009,1779,401,1366,4657,2618,117826,103217
21199,2093866,42930,1833,24452,156,4844,19677,18432,1934443,6679,515,905,811,640,625,1485,3984,7873,6939,2652,555,1100,8602,3734,228040,216117
21125,1788403,11519,3505,7681,170,11438,21275,24349,1671057,5555,374,750,566,704,589,1196,2895,6358,6064,1583,428,910,7324,2113,194631,186653
21121,1728867,13764,5721,285,120,11458,13833,14344,1627947,5762,407,674,461,631,506,1331,6293,6785,6661,1353,435,994,7510,1592,187961,181861
21235,1599782,6152,3481,2938,148,11390,8044,14338,1520134,5295,318,599,443,651,531,1260,1846,5942,5933,1640,354,953,5976,1416,174064,169818
21095,886068,24460,2116,23198,41,28,14328,1123,789107,3254,247,363,347,273,222,877,7706,4484,3567,3170,365,258,5677,857,95687,88219
21131,218892,16,4515,16,7,16,1011,0,201002,1061,76,96,87,53,50,407,5395,1087,1817,467,58,88,1404,163,23531,22486
21013,1053714,49940,4079,4522,101,7239,15821,7221,937106,3707,270,459,321,470,400,852,3265,4661,4079,1330,638,1166,4551,1516,114252,104769
21133,444527,8009,59,11026,36,2520,2022,5407,393401,1940,198,225,173,131,135,682,5782,3640,1648,1594,145,683,2823,2248,47801,44020
21001,928077,32473,1614,13329,61,56,3916,5412,845505,3334,280,315,402,288,326,818,3274,4288,3718,2362,445,307,4035,1519,101128,94516
21004,100431,2414,30,3,11,0,0,8,95300,415,20,36,41,42,28,111,288,535,402,141,21,29,497,59,10886,10655
21189,94715,36,1816,8,8,3200,7,3207,81900,417,15,17,4,49,68,161,1105,454,631,141,75,459,437,500,10130,9167
21037,5320203,168721,19623,40924,1002,27794,59475,82206,4848170,10395,1020,1727,1345,1438,1250,1027,5019,12252,12438,3499,875,2808,13030,4165,589430,540545
21023,186147,352,39,44,28,1805,3,1800,175803,642,63,114,85,69,53,131,1461,782,580,152,53,674,670,744,20124,19649
21015,5041190,187640,17855,264925,3914,53981,48258,150335,4255343,8027,806,1622,1519,1240,868,1004,4798,10334,9495,3977,1207,1639,9036,3367,563656,474207
21191,358485,2530,2292,1308,36,3164,1116,4209,334800,913,60,161,122,90,111,192,1404,1629,1475,563,49,440,1333,488,39049,37364
21081,953736,3852,263,5177,2218,4096,3007,9377,907867,2129,131,366,331,305,206,347,2666,2752,2118,795,605,660,3234,1234,104716,101259
21117,14473788,870141,49180,279955,14308,108323,131348,288049,12569888,24929,2426,4859,4215,3412,2708,2997,6937,29637,29473,6505,4117,4862,28247,7272,1608261,1401122
21161,835157,89954,369,10565,125,3768,4958,5511,701720,2371,231,300,318,217,255,515,1354,2853,2434,1322,529,788,3275,1425,91004,78395
21069,257926,8699,67,15,14,16,4805,5400,231603,914,100,145,120,115,73,227,1221,1179,834,231,122,74,1416,536,28553,25900
21061,7656746,658186,27250,256845,7219,105482,82989,257440,6167284,13913,1096,2607,2277,1910,1687,2086,5101,17674,17203,4308,3249,2019,15315,3606,855371,687741
21077,267524,5467,77,11161,56,46,5014,4602,232915,649,61,92,101,65,67,132,1343,1029,660,2113,71,40,1144,619,29445,25996
21201,30846,12,2,3,3,2,400,0,29100,153,14,12,10,14,13,56,272,162,114,68,11,18,387,20,3307,3258
21003,3239441,230791,17745,48572,643,14044,38853,53478,2785272,6964,623,1090,957,956,707,948,3377,8548,8592,2628,997,1336,9623,2697,358688,310728
21031,6676443,730585,29800,86910,3934,102628,76869,194298,5357023,13497,1099,2164,1828,1804,1622,2015,4193,16476,16524,4956,3229,3883,16404,4702,740210,597645
